model_run;-8_1;-7_1;-6_1;-5_1;-4_1;1-3_1;1.8-3_1;3-3_1;4-3_1;-8_2;-7_2;-6_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m
1461;545.0719;741.4546;429.75912;89.66928;8.160533;1.0105615;0.20316623;0.4957106;1.9078636;779.4517;916.78906;796.58575;79.933205;5.5704064;1.5720296;0.8617401;0.37395555;1.4556493;1.1962168;0.0;0;-21.700880810789243;-15.452919504418759;22.905171567074984;15.503112874164202;-1.2911003807604418;0.20179252118611385;0.18967942390624515;0.1282051282051282
1462;190.98068;717.9728;656.2172;14.686097;3.6134288;0.36977166;1.1327758;0.21054494;0.82637894;490.40598;804.88403;684.7901;86.02027;0.39805079;1.34573;0.4616251;1.6112758;1.2640202;0.86927164;0.0;0;-19.551844706953542;-13.469803329690137;20.76450543352683;13.680925578145661;-1.3106698194823247;0.2991688517571227;0.19826674830578225;0.15384615384615385
1463;327.52676;273.93964;296.84665;6.028473;9.243595;1.9904783;0.43352082;1.1479939;1.6687831;216.57286;984.8114;335.51056;71.12156;8.235966;1.4370102;0.53951454;0.46458974;0.013350713;1.0892491;0.0;0;-25.650753032382628;-16.770609963151145;26.21532319897297;16.770609963151145;-1.148446061719881;0.20179252118611385;0.18967942390624515;0.02564102564102564
1464;656.66;560.41125;874.95844;31.492874;1.1912919;1.321446;1.167657;0.13769864;1.8203613;861.4771;306.00894;884.44965;67.99469;6.9506917;0.3844048;1.654028;1.332019;1.793728;0.95315075;0.0;0;-2.7686548802584094;-1.930503147815699;9.006839106290354;7.422386974451314;-2.3582843280554435;0.4852725811087977;0.3567237373563641;0.4358974358974359
1465;676.1249;856.75854;737.00226;76.05398;1.9958823;1.7110988;1.6366038;0.46713415;0.51097834;441.7153;480.1758;504.91574;93.873634;6.8297634;0.21783862;0.41185492;1.0402855;1.6702434;0.8898573;0.0;0;-13.87030960623596;-9.37848717649618;16.35225467328839;10.074752572175186;-1.5199820806994344;0.35918992629332386;0.2446001818080044;0.2564102564102564
1466;440.41214;257.02744;437.9715;69.45056;7.7339435;1.5218674;0.79373777;1.0200564;1.0400361;797.7919;663.215;636.0252;88.98242;6.8109903;0.6215734;1.2196921;1.5409364;1.1602734;0.80675167;0.0;0;-27.4361802235729;-17.29214154504396;28.03701591448392;17.29214154504396;-1.151759499124141;0.20179252118611385;0.18967942390624515;0.07692307692307693
1467;236.35915;738.62;364.44598;98.706825;8.47627;1.0108384;1.9001589;1.2314848;1.5165999;813.1797;974.9963;181.51161;36.789124;2.181772;1.0886779;1.8001806;0.8714381;1.0568078;0.7537575;0.0;0;-29.929848049984805;-18.5369458728683;30.477789052339347;18.5369458728683;-1.159313263634573;0.20179252118611385;0.18967942390624515;0.07692307692307693
1468;724.6877;954.42706;817.7294;36.017403;8.673291;0.029365858;1.5352724;0.39666662;0.16295458;720.73785;351.20197;31.222332;64.38081;0.45114812;0.43711695;1.6311579;0.41416693;1.6116333;0.8618205;0.0;0;-20.895453727592468;-17.136478612989634;22.3656113269639;17.136478612989634;-1.1851416813277589;0.20179252118611385;0.18967942390624518;0.05128205128205128
1469;177.18431;867.5795;759.4897;27.657146;1.0004013;1.3366737;1.6105213;1.8661486;1.6133114;972.8485;333.576;987.64136;53.57059;5.283171;0.39301962;0.8513158;1.6465473;0.2954419;1.1092777;0.0;0;-0.28108191401716454;1.6148124569216407;8.691013532670686;6.81134969374088;-2.6534256662425904;0.3853078635042868;0.36091892702642225;0.4358974358974359
1470;937.303;407.50488;405.01007;37.88294;3.824205;0.21048118;0.23345986;0.37083295;0.42998186;897.9316;630.49084;625.2641;10.768387;5.40609;1.970857;0.7857284;1.8541654;1.8887839;0.9850657;0.0;0;-12.71752828418;-7.445265673254056;15.379135706033535;12.194664860210878;-1.5606780083310374;0.35095143254523936;0.25558280204751677;0.28205128205128205
1471;196.02454;611.1357;347.95813;78.2474;6.4673996;1.9233154;1.8843274;0.31577504;0.96315753;134.18393;668.62537;688.4544;23.084585;8.533077;1.5134866;1.1930088;1.2521672;1.8719122;1.1322216;0.0;0;-21.913401999211615;-14.885357822054857;22.822034862822736;14.885357822054857;-1.243968119141654;0.20179252118611385;0.18967942390624515;0.10256410256410256
1472;116.23924;991.8524;48.49911;21.508566;9.188768;0.5060373;0.07871304;0.33301678;0.75665563;350.31458;197.05774;59.88723;50.53795;6.787185;0.7261927;0.8806981;1.7307174;0.8690097;1.235061;0.0;0;-16.065390688115084;-14.826623455530864;17.215913892850878;15.320941140337169;-1.284966012872946;0.20179252118611385;0.18967942390624515;0.07692307692307693
1473;502.67123;572.75305;90.890175;94.78002;2.3977602;0.7409926;1.6893514;1.8597543;1.4829367;954.70514;459.9294;427.26935;45.27096;3.2917051;0.2544468;0.5565537;0.05380578;1.197169;0.82606834;0.0;0;-16.997129158187516;-13.50116961155635;18.28401108536253;13.5711811207496;-1.369539132222645;0.2991688517571227;0.20951297773815972;0.1794871794871795
1474;524.3541;123.87733;63.379272;51.303677;6.0074253;1.1076033;0.06900482;1.7587544;0.4739975;659.0135;383.59338;291.4128;57.403748;5.1864347;0.30960423;0.23512645;1.0952342;1.3268073;0.92337805;0.0;0;-17.585610015605024;-14.293395734705427;18.922915295177834;14.41985885707436;-1.2423475792763505;0.20179252118611385;0.18967942390624515;0.07692307692307693
1475;513.11096;54.976448;34.171333;78.33618;1.4437578;1.0102028;0.3332903;0.07575132;0.93805224;449.29553;426.91812;837.28937;79.736374;5.3236547;0.7996224;0.6299974;0.77708113;1.5794935;0.85322964;0.0;0;2.5296048296243976;4.186394471384062;11.211578279430631;12.041631555325012;-3.1108669731007383;0.3470078734848581;0.3429901224134434;0.28205128205128205
1476;442.3008;792.4114;161.34366;82.743454;7.475314;1.3137444;0.63753676;1.4559644;0.5385024;863.4996;149.05753;490.67773;80.37709;7.0062532;0.42974073;0.29011396;1.4258279;1.656568;1.0428236;0.0;0;-17.090860211941123;-14.666016626298585;18.322528276730516;15.173763541306101;-1.2802008441551709;0.20179252118611385;0.18967942390624515;0.10256410256410256
1477;994.86676;429.39203;858.5704;47.93363;1.2839693;1.5690608;1.4781436;0.15624255;0.11905642;642.5015;651.6636;390.66953;27.264633;7.537328;0.05749184;0.1346023;0.6641543;1.4162201;1.133122;0.0;0;-2.1126608197222585;-1.2464751873439468;10.273341394985732;8.001128467143985;-2.475041779259318;0.38205072126426926;0.31112903377182055;0.358974358974359
1478;491.41782;254.34476;800.17773;74.163;9.9998255;1.5177115;1.7998466;0.15986799;1.6885887;376.86725;195.64851;156.3724;26.616085;6.17353;1.6168008;1.7925922;0.037026953;1.6378939;0.8570416;0.0;0;-27.917234639162025;-18.844409753544426;28.211466412022574;18.844409753544426;-1.0801973233106714;0.20179252118611385;0.18967942390624523;0.05128205128205128
1479;483.1671;354.1953;847.1181;36.532963;0.9317463;1.8170904;1.3363326;0.1612802;0.45679477;278.53503;35.1616;389.71158;61.591625;8.544543;0.5282427;1.3230319;0.95047003;0.5629747;1.1495713;0.0;0;25.198663062707976;11.17068597743338;31.84099045722237;17.234471640972657;-6.846220208699596;-0.16363001804313948;-0.39137434952427946;0.10256410256410256
1480;427.5484;759.79913;627.5624;81.11171;6.8565183;0.9451338;1.4582595;1.6609458;0.47251013;852.59204;501.02747;368.45633;37.947197;3.199112;1.7227222;1.9292753;1.1929641;0.9883501;0.76953167;0.0;0;-25.509332535353145;-16.71379242991395;26.434631277714463;16.71379242991395;-1.2103788680028105;0.20179252118611385;0.18967942390624515;0.10256410256410256
1481;76.15749;470.59485;627.82245;82.40791;7.772618;1.0730035;0.5866479;0.8605969;0.10305012;848.2982;48.21303;789.13074;96.001015;8.199028;1.8825771;1.4961187;1.3589078;1.7745899;1.0742669;0.0;0;-14.271965422169787;-13.735827345336105;16.844107931766203;14.146606578756263;-1.290230842265057;-0.052277540882971034;0.16054314682606055;0.10256410256410256
1482;597.02704;869.8145;132.69243;56.66396;2.587318;1.7494136;1.9509993;1.1184887;1.0103666;919.123;669.42096;849.0451;63.47767;0.36283112;0.97288716;1.4634233;1.6675242;1.3845298;1.1737889;0.0;0;-11.751370089950996;-9.29857889415976;13.827702251919321;12.004167618749477;-1.5061859134723272;0.35918992629332386;0.2449519525325576;0.2564102564102564
1483;235.6881;737.57635;701.9757;21.892967;2.5557384;0.5718389;0.8213911;0.0713192;0.5452384;786.69824;598.4162;385.44815;25.87186;8.35534;0.5124453;0.9601948;1.9996617;1.5291559;1.2089355;0.0;0;-5.208748970902969;-4.713652757661663;10.679586505113228;9.229927790515035;-2.200411371544477;0.5488002038226203;0.3469268640010671;0.3333333333333333
1484;641.2329;974.274;287.22614;97.02529;5.965509;0.49938115;1.8266984;1.8027744;1.1353478;192.92131;571.0684;416.182;10.643656;3.101161;1.2864139;1.2423753;1.52736;0.9116172;0.9277779;0.0;0;-23.158825846293645;-15.165906918870917;24.035812422273672;15.165906918870917;-1.2474875039750568;0.20179252118611385;0.18967942390624515;0.10256410256410256
1485;60.325127;889.6187;524.0608;94.703285;6.308441;0.02815578;1.560716;1.964225;1.4498233;394.5934;104.258514;975.47284;72.40841;6.948927;1.8982866;0.20078579;0.61792034;1.0520643;0.80370724;0.0;0;-22.477682056103493;-15.656002466387946;23.218888511885517;15.656002466387946;-1.2337363448712257;0.20179252118611385;0.18967942390624515;0.10256410256410256
1486;981.57324;262.00174;955.17535;62.020073;7.2080545;1.4795762;0.74086046;0.47800535;0.10139997;334.79926;132.62836;384.41577;32.135704;7.116449;1.5077026;1.3317056;1.8811042;0.2882784;1.0004853;0.0;0;-17.037338599228313;-14.026348216537684;19.27092737845465;14.026348216537684;-1.2305773953319847;0.0727140582496241;0.1602048003231971;0.07692307692307693
1487;474.31503;662.4686;871.90924;98.38971;5.807137;1.3782954;0.69283915;1.3164653;0.40897462;265.2971;668.72784;632.33057;19.21421;3.766483;0.3159411;1.2886984;1.359561;1.3147124;0.9827714;0.0;0;-20.059372886620075;-13.822414444117783;21.66130487888384;14.582230931810813;-1.2955426565416819;0.20179252118611385;0.18967942390624515;0.1282051282051282
1488;897.78784;30.337605;240.86157;50.32935;1.7529231;0.5606734;1.3621672;1.3608179;0.7878738;796.7786;41.885006;143.44765;25.321318;2.3003862;1.6488614;0.9834343;1.7904211;1.1979944;1.0626669;0.0;0;16.467397469271365;2.434935732301625;24.54865288476292;12.375815789762697;-4.049892043329129;-0.16877078393626446;-0.4461066968874534;0.3076923076923077
1489;480.80557;991.1957;739.2841;37.61089;9.242193;0.2685318;1.8815379;1.9328977;1.7607294;133.39412;124.747925;434.59796;69.48737;7.5411406;1.1306834;1.3161887;0.83723813;1.9568623;1.040199;0.0;0;-23.290097459654056;-17.323062096281888;23.867945087964696;17.323062096281888;-1.1822170120258932;0.20179252118611385;0.18967942390624515;0.05128205128205128
1490;69.72751;268.39606;113.04984;46.10425;1.6744497;0.09463654;1.3479655;0.97269464;0.22835317;484.41547;766.1312;249.18172;65.84392;3.0797179;0.9205128;1.6153109;0.29257417;1.0072639;0.84938675;0.0;0;-12.366821790348423;-6.981716428933737;15.560921684755122;9.882671307684376;-1.5928381335940893;0.36270566082000066;0.26942257361677935;0.3076923076923077
1491;823.9914;668.14716;36.47506;4.686111;5.656733;0.9808471;1.7162797;0.48345006;1.490222;866.98267;175.29834;250.4824;10.171423;3.2407994;0.3724249;0.8380319;1.3666887;0.9595748;0.77276844;0.0;0;-22.413710184058647;-17.001871658485783;22.933700043162236;17.001871658485783;-1.1614049470766554;0.20179252118611385;0.18967942390624515;0.05128205128205128
1492;651.7019;850.6621;37.892532;54.95727;9.200829;0.39502975;1.9329028;0.72696245;1.9076289;791.0811;500.78116;241.73634;66.51627;6.4522867;1.0840454;0.6603098;0.27995196;1.0490847;1.2351781;0.0;0;-22.676562631775685;-15.729461735391169;23.336588552146154;15.729461735391169;-1.2045746916846853;0.20179252118611385;0.18967942390624515;0.05128205128205128
1493;783.93945;168.86002;178.54402;66.656624;9.130567;1.5888603;0.66670525;1.2828273;0.16455731;274.70068;107.518326;479.95145;61.69529;6.9148264;1.4801619;0.5944148;1.7414553;1.7422078;0.9561013;0.0;0;-21.03532470378832;-16.661150582897733;22.57086275256861;16.661150582897733;-1.1362034774878513;0.04765521532414344;0.18937155297032982;0.07692307692307693
1494;433.88815;849.4006;697.9989;11.041045;1.6873857;1.9005672;1.0815982;0.9502494;0.6726886;45.191715;242.72787;301.20157;80.04593;0.0617499;0.7626472;1.751996;1.2871525;1.1345382;1.037419;0.0;0;3.9279321837534487;2.012888542969961;12.745679324510617;10.696576238035476;-2.7882011689359536;-0.02883065485096892;-0.27282861452245966;0.3076923076923077
1495;641.5574;22.123209;369.67282;25.634197;2.393641;1.5559503;1.2221252;0.16802078;1.54144;419.73825;880.5728;818.62646;8.797134;5.024104;1.9064152;1.9341002;0.8908099;0.9432646;0.7683811;0.0;0;-17.808171224235764;-13.598988719425364;18.934218927452186;14.804727401920246;-1.3151555744812726;0.2991688517571227;0.20921278598172188;0.23076923076923078
1496;857.6667;447.55737;25.783014;72.14629;6.022487;1.7046748;0.44218156;1.6166588;1.8710117;597.5707;755.6709;454.22867;27.303833;8.234662;0.34729737;1.6122141;0.26583165;0.57840174;0.8369271;0.0;0;-24.72228313461767;-15.886662452612939;25.574511877550446;15.886662452612939;-1.2477804410738829;0.20179252118611385;0.18967942390624515;0.10256410256410256
1497;634.75476;477.31726;988.1424;79.37966;3.3782716;1.9816767;1.5971221;1.7298949;0.50099033;856.2023;196.63551;64.307755;80.37424;4.038697;0.052963186;1.3883868;0.5696278;1.9985834;0.996163;0.0;0;-10.628204992931348;-11.01816704630454;12.39669123011018;11.846317392677179;-1.391312187843803;0.2991688517571227;0.21698611566604603;0.20512820512820512
1498;354.1969;380.3498;538.0446;98.58812;7.3115234;1.4842128;0.53089863;0.96188104;1.2873417;532.9867;222.4131;444.2648;44.023506;3.5171509;1.0192653;1.6836112;0.5725309;1.3868078;0.97640055;0.0;0;-19.01952726674035;-15.727770750122431;19.819742397777016;15.727770750122431;-1.2226075737496354;0.20179252118611385;0.18967942390624515;0.10256410256410256
1499;665.9043;590.5209;399.9414;25.397047;5.2288194;1.1389741;1.4166806;1.0517061;1.4658115;273.1549;479.04196;108.22403;90.90155;6.2067804;0.35007435;1.5332345;0.10182258;0.23710702;0.8737417;0.0;0;-22.705636473294696;-15.58766879767876;23.44972374405055;15.58766879767876;-1.2325357869259075;0.20179252118611385;0.18967942390624515;0.05128205128205128
1500;675.1356;915.6939;523.6614;84.159805;2.6682396;1.6219224;1.0524101;0.9882308;0.81400746;693.8489;635.97;155.68074;69.23707;1.9282942;1.2876126;0.60729325;0.30083942;0.2657267;1.1513313;0.0;0;-8.817966563341967;-8.658195755050741;12.321877101686361;12.189059070076127;-1.698888595204898;0.3634025016669172;0.28549635398756096;0.2564102564102564
1501;960.9811;333.71924;524.7712;17.293087;4.1162686;1.1320648;1.6749754;1.0641949;1.3423609;407.6415;586.495;143.94353;5.5172305;9.255411;0.87252086;0.53526074;1.2209833;1.1207805;1.203419;0.0;0;-14.805171105523815;-12.079624664181011;16.037542803307016;13.654542849497233;-1.3721483897915907;0.2991688517571227;0.22125181959887713;0.20512820512820512
1502;377.2032;583.4673;475.5342;13.174751;6.9142;0.870705;1.0279945;0.21421845;1.1027635;826.98456;291.8076;794.8784;45.182133;2.3405766;0.8279986;1.7441186;0.08597613;1.3178962;0.89535826;0.0;0;-21.08849727850075;-16.063817098179527;21.715871058331075;16.063817098179527;-1.1865034417419005;0.20179252118611385;0.18967942390624515;0.05128205128205128
1503;430.83096;878.6879;616.8194;72.94744;7.8535624;0.07468491;1.177468;0.87292945;1.874982;33.48809;947.2736;435.25095;29.7655;6.950785;0.91513085;1.717348;0.95314527;0.6587734;1.0953962;0.0;0;-24.81392512895938;-15.757085335126163;25.637485826137617;15.757085335126163;-1.241629404685377;0.20179252118611385;0.18967942390624515;0.10256410256410256
1504;814.0017;775.26544;886.7703;44.64265;3.7019143;1.289531;0.37033394;0.9012719;1.082055;424.8209;836.79913;10.966777;76.11588;6.7685595;0.25099772;0.57840765;1.1951606;0.037497614;0.8301303;0.0;0;-19.404232566550462;-12.497698189997521;21.214058017069476;14.306321612521316;-1.4327471731053247;0.2991688517571227;0.2180836438666643;0.15384615384615385
1505;510.70468;50.32593;308.69656;79.41296;1.058804;1.7960609;1.6182916;1.9954516;1.0380617;427.93674;655.0972;516.5929;15.075027;7.1326976;0.55666393;0.5525596;0.50071543;1.2602979;0.80207103;0.0;0;-12.244020920479166;-11.285993572077103;14.595907807180255;12.122471499077733;-1.5308722609496372;0.36478960513190817;0.2585027423861553;0.3076923076923077
1506;739.20734;943.36285;492.09894;28.328222;3.5392373;1.3893714;0.8102275;0.106819816;1.3418978;591.66797;908.87524;209.23358;88.2731;8.394983;0.900922;1.9297003;1.9902941;0.28448686;0.8394861;0.0;0;-20.707722772035805;-13.350714827196242;22.146524951845024;14.380164154603051;-1.3951940536096439;0.2991688517571227;0.21491570070946572;0.1794871794871795
1507;465.11237;56.180435;13.607556;21.398067;6.3084025;0.81425107;1.1636915;0.63115644;0.3130721;365.0251;301.073;720.16144;72.99737;5.2321124;1.5308205;1.1552749;0.92070425;1.0781;0.8240495;0.0;0;-22.485685550732107;-17.184936514665196;23.17026079288799;17.184936514665196;-1.1210761350964225;0.20179252118611385;0.18967942390624518;0.07692307692307693
1508;223.3402;592.8709;861.2161;54.924995;7.6007233;1.2376298;1.6936569;0.99703056;1.066607;408.15295;306.77432;942.2135;58.628315;9.032942;1.7704569;1.5145471;1.5104208;1.8187187;0.99434716;0.0;0;-23.766015662158434;-15.538054423107951;24.46248780498376;15.538054423107951;-1.1966587014147223;0.20179252118611385;0.1896794239062452;0.10256410256410256
1509;747.75183;579.6001;312.84485;11.619516;8.797796;1.6277828;0.96398443;1.6959983;0.11086622;737.54376;315.92087;178.63942;56.165714;6.1153536;0.5499369;0.09123495;0.45275033;0.9836446;0.8547018;0.0;0;-24.273501556458804;-17.688607908942288;25.657926688346308;17.688607908942288;-1.1513689025611125;0.20179252118611385;0.1896794239062452;0.02564102564102564
1510;139.84361;788.5263;278.58392;27.947046;9.6198;1.5308379;0.55618465;0.92786187;1.2577777;179.56978;168.79915;283.6974;95.1942;9.6323185;0.32286352;1.0230334;0.07792843;0.3282103;0.8780563;0.0;0;-25.824917286543094;-17.365777515031482;26.443469241766717;17.365777515031482;-1.176879635688011;0.20179252118611385;0.18967942390624515;0.02564102564102564
1511;206.59782;156.95862;997.56177;16.707077;5.298348;0.9874451;0.5381608;0.5891028;1.0739807;245.9862;148.53828;715.15985;86.38225;0.92257136;0.73735124;0.81185347;0.15565263;1.0684336;0.8615114;0.0;0;-10.558504495942305;-11.875939302923314;14.266658099674382;12.733711140088985;-1.2264932633959664;-0.2715937200856778;0.033316454249826315;0.1282051282051282
1512;630.55676;187.57669;588.549;32.072723;8.803272;0.7297371;1.1369888;1.0751837;1.6804063;111.36329;910.1706;636.05054;92.20373;8.436354;0.74320817;0.5372651;0.59199667;0.20858838;1.0711582;0.0;0;-26.123216803787162;-17.04724340208483;26.604002669851106;17.04724340208483;-1.1380786639771037;0.20179252118611385;0.18967942390624515;0.02564102564102564
1513;749.7971;754.5859;131.81282;76.57332;2.6281593;0.7997589;0.5894961;0.60108334;1.5974293;265.094;859.16583;830.0495;82.240845;6.279669;0.91223013;0.6453191;0.6150184;1.603488;1.2110306;0.0;0;-7.800886854587912;-6.360677502611054;12.928665742099179;11.753173263632277;-1.964647272762827;0.3607215893318567;0.3231571299580329;0.23076923076923078
1514;895.741;158.0097;272.86972;12.16216;5.6009207;1.8167392;0.68371433;1.1011597;0.8707647;510.33694;553.41595;652.6924;35.134853;8.878794;1.228084;1.7073574;0.3916343;1.0585651;0.8887488;0.0;0;-22.022336607367055;-14.965748778375229;22.75224755869482;14.965748778375229;-1.2037608636584227;0.20179252118611385;0.18967942390624515;0.07692307692307693
1515;279.86063;474.75067;359.69434;61.225704;5.3984556;0.3480088;0.47726226;1.3828219;1.3213968;197.2668;664.0105;199.05383;17.05878;3.5135362;0.85161614;0.048604365;0.67610675;0.77582896;0.8722519;0.0;0;-21.70171080418544;-15.464455693739609;22.672055935408697;15.729232076255101;-1.2703182608625643;0.20179252118611385;0.18967942390624515;0.10256410256410256
1516;119.61702;734.3316;986.19946;58.51813;7.6892543;1.7273294;0.8981108;1.0662569;0.6135968;82.84161;246.12129;837.0027;29.88094;6.5345902;0.5154435;1.3986608;0.25202575;1.1005048;0.8119227;0.0;0;-24.642688813636642;-17.047201773920676;25.463599130863788;17.047201773920676;-1.2031371786876013;0.20179252118611385;0.18967942390624515;0.1282051282051282
1517;956.4862;654.7295;436.31546;53.85925;7.733497;0.3986146;0.9375036;1.2231741;0.7817972;996.40295;32.634743;169.19978;96.168076;5.1378417;0.17136683;1.0249614;1.7738146;0.40033886;1.2424873;0.0;0;-10.404444646098401;-10.425916265348661;11.446461819038927;10.906248354240063;-1.277311995623177;0.20179252118611385;0.18967942390624515;0.2564102564102564
1518;162.87886;218.49814;237.83264;48.476337;2.8605762;1.9619706;1.0565819;0.08704771;0.1652688;460.65405;447.17053;92.98371;96.36445;7.608813;1.6091223;0.7579714;0.61571753;0.6118361;1.1619619;0.0;0;-4.6019196530771405;-3.6536606763423833;9.35448915848999;8.252969636334939;-1.793184842919298;0.2556234389361607;0.2936077052167395;0.3333333333333333
1519;205.6903;310.92065;574.0336;66.41968;8.8597555;0.9022024;1.1897807;1.3210121;0.21040049;833.2329;672.8449;940.11194;20.453299;6.5878363;1.4804568;1.7898922;1.4651642;0.6945193;0.9327264;0.0;0;-25.541410699714937;-16.923468296813837;26.93796703745018;16.923468296813837;-1.1489571710874722;0.20179252118611385;0.18967942390624515;0.05128205128205128
1520;298.41617;969.28516;410.71207;85.195885;8.916015;1.4695266;1.1799309;1.939654;1.639303;741.3864;683.0625;587.96246;22.707626;8.930327;1.7123635;1.5214199;1.8294314;1.2615901;0.7609235;0.0;0;-29.85450225274306;-17.942551079155436;30.472523471049406;17.942551079155436;-1.1856493331472944;0.20179252118611385;0.18967942390624515;0.07692307692307693
1521;534.0974;454.1839;64.41078;16.28746;9.482933;1.4614551;0.74083126;0.98837304;1.9441682;173.78763;608.2254;337.84406;65.82769;4.3022428;0.386519;1.2138151;1.8725082;1.1910976;1.0146533;0.0;0;-25.90128895029049;-17.33587602981524;26.39267475799411;17.33587602981524;-1.1473576783632142;0.20179252118611385;0.18967942390624515;0.02564102564102564
1522;883.9973;54.0129;862.3104;81.43172;4.5818667;1.5473368;1.8023514;1.6073893;0.9835505;517.15546;926.11865;263.8121;55.39448;5.82587;1.7016162;0.84114134;1.1364268;0.24978054;0.8471102;0.0;0;-23.97227013002757;-15.060909246363735;24.645375386366652;15.060909246363735;-1.1788524808443401;0.20179252118611385;0.18967942390624515;0.10256410256410256
1523;762.94055;227.38905;25.530651;6.241417;9.8742695;1.5808978;1.0281965;1.1023216;0.26464877;572.18024;217.2326;93.85751;56.48377;8.503596;1.8079008;1.8295772;0.65934056;1.7741245;0.7569963;0.0;0;-29.001468727268882;-19.045210878075892;29.54942610169759;19.045210878075892;-1.0426559782904192;0.20179252118611385;0.18967942390624515;0.05128205128205128
1524;711.076;349.01074;899.4988;48.264233;7.851264;0.08775872;1.6659111;1.4109575;0.18579337;166.25806;270.98676;564.363;90.713486;5.5772157;1.6922985;1.8778349;1.8133705;0.50872934;0.94613284;0.0;0;-22.317892415166245;-16.52113662221163;23.756221871057896;16.52113662221163;-1.168651278017251;0.20179252118611385;0.18967942390624515;0.07692307692307693
1525;183.42876;999.4945;793.9401;51.195404;6.5353417;0.5539354;1.1191835;0.6267252;0.100359365;120.77818;88.83127;871.59534;55.748905;4.2781224;0.08626385;1.4698315;1.9450732;1.7362684;1.0806682;0.0;0;-11.746097152984706;-12.248946381376157;14.301656238925087;13.57376046418841;-1.3218789894352563;0.0727140582496241;0.17167850246766903;0.1282051282051282
1526;364.1058;309.66464;85.06498;19.838825;4.328257;0.46712187;0.74752027;1.9340596;1.7587721;270.5955;937.0529;683.12463;58.07438;4.6792207;0.6990131;0.8546778;1.5077683;0.69465065;1.1426562;0.0;0;-15.815912912348477;-14.179071680760615;17.35983872357333;14.577252546903736;-1.4164799253475193;0.2991688517571227;0.2245005976367147;0.20512820512820512
1527;483.62088;36.13189;726.37494;9.058343;8.425888;1.4002005;1.4799095;0.4381385;0.88997537;268.651;460.11252;764.39825;66.16657;7.7270803;1.9354284;1.9665743;1.1613879;1.0346547;0.8792185;0.0;0;-27.44405911611764;-17.648197999758224;27.685802913680508;17.648197999758224;-1.0483781739807103;0.20179252118611385;0.18967942390624518;0.05128205128205128
1528;155.95169;517.79236;773.23224;7.5836062;7.643734;1.3698018;0.36215055;0.32660428;1.7619333;284.8096;407.66837;602.4394;51.10183;9.39832;1.0819564;0.098956026;0.3408824;0.9520016;0.9919889;0.0;0;-22.750654438951624;-16.20810641777564;23.46790867313368;16.20810641777564;-1.2072717329015545;0.20179252118611385;0.18967942390624515;0.05128205128205128
1529;280.6954;92.76933;606.284;3.8196752;5.859727;0.60109663;1.9396639;0.10059354;0.7320274;259.93173;985.7882;19.785559;58.20163;2.047198;1.5413923;1.7004133;1.2573656;1.3321916;1.1139116;0.0;0;-22.476061189531382;-15.629440239899537;23.081115917438222;15.629440239899537;-1.1437072135418596;0.20179252118611385;0.18967942390624515;0.05128205128205128
1530;315.24988;281.32693;581.8941;57.401943;9.971487;1.5891484;1.1488822;1.0869693;1.1802422;551.34674;433.47;450.6412;74.70181;2.5063298;0.62488955;0.6005138;0.47800082;0.53113;1.2447993;0.0;0;-19.767913242879448;-16.676662600588656;20.38431777562526;16.676662600588656;-1.1565460945510695;0.20179252118611385;0.1896794239062452;0.05128205128205128
1531;136.00343;992.45935;59.190155;15.631913;2.502119;0.6301249;0.21728969;1.2416128;1.3509386;301.45135;341.49377;45.430683;91.5366;1.9378343;0.8999112;0.9800945;0.36490422;1.3142345;1.2107748;0.0;0;8.02493487241393;7.990351723504489;16.37261978772369;15.572449153150671;-4.018994150733302;-0.03876649272831166;-0.17007762728763942;0.10256410256410256
1532;554.7373;707.59216;68.901405;80.8896;6.4211235;0.6924411;0.84850293;1.3025488;0.10956756;773.92847;216.59636;90.489845;93.21607;1.8939378;0.7727756;0.1807802;0.8071836;0.87033695;0.9068346;0.0;0;-13.838577658238068;-14.231048850659903;16.454042986970215;14.810019450994645;-1.300114040227567;-0.052277540882971034;0.1699507499088789;0.07692307692307693
1533;707.9779;60.15996;730.01575;89.90538;3.2180605;0.8037132;1.4279511;0.35274065;1.3663731;61.857407;445.49194;183.9543;66.82275;0.63088113;1.5947306;0.9382899;0.80559886;1.4750061;0.95631045;0.0;0;-13.083822065475234;-13.507208712631325;14.18864339735826;13.749636296809314;-1.2756380140563668;0.2991688517571227;0.1906413782521043;0.1794871794871795
1534;79.232315;454.19986;114.50953;29.311575;4.583854;1.4917336;0.14553834;1.3063598;1.6014347;625.2924;688.8012;890.4843;26.943462;7.978463;0.3071965;0.46665606;1.020786;1.1161798;1.2139165;0.0;0;-10.885068506112662;-12.610710839211833;13.852040853086345;14.404594050664713;-1.652461466551257;0.36478960513190817;0.27531459264865665;0.2564102564102564
1535;486.31186;179.92114;249.42566;16.530197;3.3960755;0.033438083;0.53014714;0.33856207;0.053938724;774.72064;914.9546;222.96968;86.72134;3.4005046;0.925492;0.63838;0.7760429;1.5711939;1.0316616;0.0;0;-10.033489727462817;-5.57414770408505;14.650722456720032;11.009425356850045;-1.6805779546637443;0.1601806046351445;0.19844982836573527;0.2564102564102564
