rno,k,i,j,rlen,rwid,rgrd,rtp,rbth,rhk,man,ncon,ustrf,ndv
338,1,108,184,16.0283721117496,1.19895788082818,0.292550392155374,821.679626464844,1,1.44,0.035,2,1,0
339,1,108,183,45.834310687512,1.20545634512412,0.240783395119811,812.30322265625,1,1.44,0.035,2,1,0
340,1,107,183,45.1053164034594,1.21834929310112,0.224292780533748,802.885375976562,1,1.44,0.035,2,1,0
341,1,107,182,13.204344904631,1.22474487139159,0.226644390483706,796.542602539062,1,1.44,0.035,2,1,0
342,1,106,182,52.771179317555,1.23743686707646,0.236649447415734,787.101989746094,1,1.44,0.035,2,1,0
343,1,105,182,50.6020330472576,1.25,0.203878432568336,781.976623535156,1,1.44,0.035,2,1,0
344,1,104,182,50.5054339591853,1.25623445264011,0.278469841929556,784.827575683594,1,1.44,0.035,2,1,0
345,1,103,182,25.2814752478573,1.2747548783982,0.436019562278179,804.424011230469,1,1.44,0.035,2,1,0
346,1,113,197,52.6632261191044,0.5,0.203212926255607,1084.33044433594,1,1.44,0.035,1,1,0
347,1,114,196,42.7610744792059,0.5,0.214312190689214,1078.23962402344,1,1.44,0.035,2,1,0
348,1,113,196,9.80763959531591,0.5,0.20906955929738,1077.19323730469,1,1.44,0.035,2,1,0
349,1,113,195,52.5002506172024,0.5,0.267972868768987,1065.89196777344,1,1.44,0.035,2,1,0
350,1,113,194,53.5899956469255,0.5,0.338756203865362,1050.66125488281,1,1.44,0.035,2,1,0
351,1,113,193,27.4314613125323,0.5,0.386883951029872,1032.47106933594,1,1.44,0.035,2,1,0
352,1,112,193,29.3936751317976,0.5,0.40745958993906,1023.12719726562,1,1.44,0.035,2,1,0
353,1,112,192,50.1760187261572,0.5,0.418971708093756,1004.32342529297,1,1.44,0.035,2,1,0
354,1,111,192,21.1800492750006,0.5,0.420830011548182,993.218811035156,1,1.44,0.035,2,1,0
355,1,111,191,60.7811156721246,0.5,0.39435445920134,974.750610351562,1,1.44,0.035,2,1,0
356,1,111,190,4.17476135781524,0.5,0.399183954273207,956.726013183594,1,1.44,0.035,2,1,0
357,1,110,190,51.4279567003345,0.5,0.426454793425506,942.603393554688,1,1.44,0.035,2,1,0
358,1,110,189,56.0564914045828,0.5,0.39850745185069,926.645812988281,1,1.44,0.035,2,1,0
359,1,109,189,1.55866121647138,0.5,0.411572922791577,909.390197753906,1,1.44,0.035,2,1,0
360,1,109,188,60.0559831405431,0.5,0.374736795901609,895.450012207031,1,1.44,0.035,2,1,0
361,1,109,187,28.6478203362751,0.5,0.376371120257898,881.596435546875,1,1.44,0.035,2,1,0
362,1,108,187,31.408162804268,0.515388203202208,0.354940218928583,864.501770019531,1,1.44,0.035,2,1,0
363,1,108,186,46.4694002633016,0.530330085889911,0.297575483989642,851.575988769531,1,1.44,0.035,2,1,0
364,1,107,186,24.5679491112817,0.695970545353753,0.325143036544413,844.07958984375,1,1.44,0.035,2,1,0
365,1,107,185,40.4055642895637,0.707106781186548,0.314760302814221,827.9345703125,1,1.44,0.035,2,1,0
366,1,106,185,52.0565267529375,0.728868986855663,0.283800095462656,824.454223632812,1,1.44,0.035,2,1,0
367,1,106,184,5.80954019605476,0.739509972887452,0.2666017158436,811.351379394531,1,1.44,0.035,2,1,0
368,1,105,184,58.7716681375612,0.800390529679106,0.269695176418558,805.508422851562,1,1.44,0.035,2,1,0
369,1,104,184,27.3423531451383,1.28695376762338,0.255493398639021,802.090576171875,1,1.44,0.035,2,1,0
370,1,104,183,34.9442193478527,1.29301005409858,0.26449711085832,792.159973144531,1,1.44,0.035,2,1,0
371,1,103,183,34.7959982163836,1.29903810567666,0.427534024198131,814.000793457031,1,1.44,0.035,2,1,0
372,1,103,182,38.5600915420214,1.31695671910659,0.436019562278179,804.424011230469,1,1.44,0.035,2,1,0
373,1,126,130,9.61777664427551,0.5,0.44990064525901,697.54443359375,1,1.44,0.035,1,1,0
374,1,126,129,30.2841974321345,0.5,0.417968187378134,674.086791992188,1,1.44,0.035,2,1,0
375,1,125,129,54.7604185717638,0.5,0.423450321241804,669.285400390625,1,1.44,0.035,2,1,0
376,1,124,129,32.4924566824048,0.5,0.388307874528473,667.789001464844,1,1.44,0.035,2,1,0
377,1,124,128,24.3018057243093,0.5,0.409861287238703,646.375793457031,1,1.44,0.035,2,1,0
378,1,123,128,60.0604311656637,0.515388203202208,0.443501436723729,638.538208007812,1,1.44,0.035,2,1,0
379,1,122,128,9.09172946181734,0.559016994374948,0.403009441308319,619.58203125,1,1.44,0.035,2,1,0
380,1,122,127,50.6362189751647,0.57282196186948,0.327292062644766,603.020202636719,1,1.44,0.035,2,1,0
381,1,121,127,51.7859307940652,0.7806247497998,0.302482404911522,595.560791015625,1,1.44,0.035,2,1,0
382,1,120,127,50.0330472795622,0.82915619758885,0.41516741508364,596.1484375,1,1.44,0.035,2,1,0
383,1,119,127,50.0368479562982,0.875,0.451022287744474,590.591430664062,1,1.44,0.035,2,1,0
384,1,118,127,50.1334581041134,0.918558653543692,0.457465053339638,589.757385253906,1,1.44,0.035,2,1,0
385,1,117,127,50.9508479620604,0.960143218483576,0.479648727175698,595.62841796875,1,1.44,0.035,2,1,0
386,1,116,127,23.1150180233267,0.992156741649222,0.481698053720812,596.703796386719,1,1.44,0.035,2,1,0
387,1,116,126,30.9132033771494,1,0.466394773209224,570.251586914062,1,1.44,0.035,2,1,0
388,1,115,126,55.9018032924712,1.03832798286476,0.465337469367796,574.611999511719,1,1.44,0.035,2,1,0
389,1,114,126,25.0555473325581,1.06800046816469,0.46503226565925,579.583190917969,1,1.44,0.035,2,1,0
390,1,114,125,30.6768717394878,1.07529065838033,0.455673200771955,555.785217285156,1,1.44,0.035,2,1,0
391,1,113,125,56.0648362340213,1.10397010829098,0.479949144984346,562.490173339844,1,1.44,0.035,2,1,0
392,1,112,125,13.8428152409543,1.125,0.495394158366464,566.735778808594,1,1.44,0.035,2,1,0
393,1,112,124,63.418153319204,1.13192314226718,0.487072570482556,538.072387695312,1,1.44,0.035,2,1,0
394,1,112,123,5.40392580476766,1.13880419739304,0.297457437015718,514.079284667969,1,1.44,0.035,2,1,0
395,1,111,123,54.3174220183583,1.1659223816361,0.371456059683942,513.845397949219,1,1.44,0.035,2,1,0
396,1,110,123,52.8069173395012,1.18585412256314,0.42461693786419,514.85498046875,1,1.44,0.035,2,1,0
397,1,109,123,25.3836589212739,1.19895788082818,0.436099151399546,513.978393554688,1,1.44,0.035,2,1,0
398,1,109,122,29.1199900440736,2.01168461742889,0.237174469492593,494.657196044922,1,1.44,0.035,2,1,0
399,1,108,122,54.6442462186274,2.02330175702983,0.282458645560006,490.210388183594,1,1.44,0.035,2,1,0
400,1,107,122,51.282260918644,2.03485257451246,0.303726694152536,485.919403076172,1,1.44,0.035,2,1,0
401,1,106,122,50.0011210152777,2.04251682979602,0.312860475431221,481.55419921875,1,1.44,0.035,2,1,0
402,1,105,122,52.0205085434783,2.05015243335709,0.306190913122822,475.907806396484,1,1.44,0.035,2,1,0
403,1,104,122,2.42301024539533,2.05395959064437,0.259057058333478,469.020782470703,1,1.44,0.035,2,1,0
404,1,104,121,50.0680520795831,2.21500564333367,0.167926337454386,462.121002197266,1,1.44,0.035,2,1,0
405,1,103,121,50.2813244110048,2.2220486043289,0.180872963531205,460.776184082031,1,1.44,0.035,2,1,0
406,1,102,121,52.6024839322593,2.22556172684561,0.175622247225825,454.859405517578,1,1.44,0.035,2,1,0
407,1,101,121,41.6112595028709,2.22906931251588,0.0916292524386221,447.825317382812,1,1.44,0.035,2,1,0
408,1,89,171,46.9639484275133,0.5,0.278551537424009,857.704223632812,1,1.44,0.035,1,1,0
409,1,89,170,2.6692566475334,0.5,0.409302433943924,840.190612792969,1,1.44,0.035,2,1,0
410,1,90,170,48.3387777141281,0.5,0.43754934241707,828.817626953125,1,1.44,0.035,2,1,0
411,1,90,169,52.7734237929924,0.5,0.474327910601867,806.864379882812,1,1.44,0.035,2,1,0
412,1,90,168,54.8984198832804,0.5,0.454183527499449,784.964416503906,1,1.44,0.035,2,1,0
413,1,90,167,2.4333131481165,0.5,0.412258544087378,767.337585449219,1,1.44,0.035,2,1,0
414,1,91,167,50.0528776375516,0.5,0.39811571039197,753.32177734375,1,1.44,0.035,2,1,0
415,1,91,166,50.1789100061466,0.5,0.373966661109346,737.005798339844,1,1.44,0.035,2,1,0
416,1,91,165,50.0455896544038,0.530330085889911,0.353482575449493,723.347412109375,1,1.44,0.035,2,1,0
417,1,91,164,50.4033254586162,0.586301969977929,0.364697036640815,711.791015625,1,1.44,0.035,2,1,0
418,1,91,163,42.752934656075,0.612372435695795,0.332390499727777,697.480407714844,1,1.44,0.035,2,1,0
419,1,90,163,7.65039080254119,0.625,0.33874175732563,712.16943359375,1,1.44,0.035,2,1,0
420,1,90,162,50.2316748465102,0.637377439199098,0.364635836535671,698.682006835938,1,1.44,0.035,2,1,0
421,1,90,161,50.19634667616,0.649519052838329,0.337520986558038,677.948425292969,1,1.44,0.035,2,1,0
422,1,90,160,50.2625173584586,0.910013736160065,0.223513526830024,666.070007324219,1,1.44,0.035,2,1,0
423,1,90,159,48.9826808156764,0.927024810886958,0.270930339638656,664.112609863281,1,1.44,0.035,2,1,0
424,1,91,159,3.29955868839692,1.33463478150391,0.178089398815416,651.536560058594,1,1.44,0.035,2,1,0
425,1,91,158,55.5890928388774,1.34629120178363,0.275958097490335,647.3505859375,1,1.44,0.035,2,1,0
426,1,91,157,50.1287904765414,1.352081728299,0.263322634013428,643.324401855469,1,1.44,0.035,2,1,0
427,1,91,156,50.2629989655721,1.35784756140003,0.234410848694242,628.566040039062,1,1.44,0.035,2,1,0
428,1,91,155,37.1230733663129,1.36358901432946,0.145449637906928,620.939819335938,1,1.44,0.035,2,1,0
429,1,107,81,27.6865810688916,0.5,0.376225102577574,424.487396240234,1,1.44,0.035,1,1,0
430,1,107,80,0.625768015021728,0.5,0.289006735904741,408.299194335938,1,1.44,0.035,2,1,0
431,1,106,80,55.8476592727378,0.5,0.259354593950189,397.692413330078,1,1.44,0.035,2,1,0
432,1,105,80,52.4071149024228,0.5,0.222522324798319,390.205993652344,1,1.44,0.035,2,1,0
433,1,104,80,52.5449784941177,0.968245836551854,0.206666669517387,386.785400390625,1,1.44,0.035,2,1,0
434,1,103,80,46.8382259786008,1,0.372711633768842,399.641998291016,1,1.44,0.035,2,1,0
435,1,103,79,11.668477051485,1.03832798286476,0.311005220244321,382.691009521484,1,1.44,0.035,2,1,0
436,1,102,79,58.9625347457775,1.06800046816469,0.425267804608055,392.959808349609,1,1.44,0.035,2,1,0
437,1,101,79,23.8435584487592,1.09687054842402,0.435211472727002,404.693420410156,1,1.44,0.035,2,1,0
438,1,101,78,42.2872631777701,1.11102430216445,0.40208958363522,383.727996826172,1,1.44,0.035,2,1,0
439,1,100,78,25.8966427029298,1.15920231193696,0.410568017174138,394.709991455078,1,1.44,0.035,2,1,0
440,1,100,77,60.2028813810644,1.18585412256314,0.345563379707061,376.298217773438,1,1.44,0.035,2,1,0
441,1,99,77,1.32812612918789,1.21834929310112,0.33348413028364,386.265014648438,1,1.44,0.035,2,1,0
442,1,99,76,61.368231202098,1.25,0.282112482031187,373.723815917969,1,1.44,0.035,2,1,0
443,1,99,75,23.6165682492085,1.28086884574495,0.270036283427645,363.663208007812,1,1.44,0.035,2,1,0
444,1,98,75,37.6423923016505,1.31101106021269,0.271871992003862,371.289794921875,1,1.44,0.035,2,1,0
445,1,98,74,45.6119710986937,1.34047566184545,0.289007545905728,358.409210205078,1,1.44,0.035,2,1,0
446,1,97,74,18.3597184246241,1.36358901432946,0.305365655688171,365.202209472656,1,1.44,0.035,2,1,0
447,1,97,73,55.0337758321772,1.36930639376292,0.266024222674165,349.885406494141,1,1.44,0.035,2,1,0
448,1,96,73,14.9957836374091,1.38067012714841,0.286672674016009,356.019592285156,1,1.44,0.035,2,1,0
449,1,96,72,55.0732446768127,1.45236875482778,0.22142253137111,344.058990478516,1,1.44,0.035,2,1,0
450,1,95,72,17.9825898592823,1.47372826531895,0.267620353013136,349.505004882812,1,1.44,0.035,2,1,0
451,1,95,71,47.2630781196411,1.48954691097662,0.210551580356168,338.836395263672,1,1.44,0.035,2,1,0
452,1,94,71,30.5649724882136,1.5,0.299001831704639,344.661010742188,1,1.44,0.035,2,1,0
453,1,94,70,33.1185516761889,1.51038074669932,0.207642529462354,332.183807373047,1,1.44,0.035,2,1,0
454,1,93,70,51.549059017826,1.55623744974859,0.283435682857476,338.178405761719,1,1.44,0.035,2,1,0
455,1,93,69,10.2092327621577,1.57122563624707,0.188978369673537,327.575836181641,1,1.44,0.035,2,1,0
456,1,92,69,60.3482379889102,1.60078105935821,0.281142589205086,334.986389160156,1,1.44,0.035,2,1,0
457,1,91,69,19.730536063288,1.60565407233314,0.271178390513452,346.529388427734,1,1.44,0.035,2,1,0
458,1,91,68,52.5210899160361,1.62018517460197,0.283545760280065,334.903015136719,1,1.44,0.035,2,1,0
459,1,91,67,36.5121950271702,1.62980060130066,0.223384785841619,324.074890136719,1,1.44,0.035,2,1,0
460,1,90,67,55.2950857576373,1.63458710382775,0.209555475830337,332.822204589844,1,1.44,0.035,2,1,0
461,1,89,67,5.65815651272551,1.64886324478412,0.114345251107245,337.753997802734,1,1.44,0.035,2,1,0
462,1,89,66,54.3357641663705,1.65359456941537,0.119424498028989,333.064392089844,1,1.44,0.035,2,1,0
463,1,88,66,34.4229107171725,1.6583123951777,0.0860928196978607,332.909606933594,1,1.44,0.035,2,1,0
464,1,88,65,55.0217870710867,1.66301683695626,0.0864799006398381,329.053192138672,1,1.44,0.035,2,1,0
465,1,88,64,57.3675707698205,1.66770800801579,0.0943082946777261,324.6083984375,1,1.44,0.035,2,1,0
466,1,88,63,53.2882034280792,1.67238602003246,0.100287638689663,319.597198486328,1,1.44,0.035,2,1,0
467,1,88,62,54.8307460726119,1.67705098312484,0.0961218510381085,315.862213134766,1,1.44,0.035,2,1,0
468,1,88,61,56.3097559574563,1.68170300588421,0.0979946087715971,311.835388183594,1,1.44,0.035,2,1,0
469,1,88,60,4.46410906408137,1.68634219540401,0.102093635733483,307.080017089844,1,1.44,0.035,2,1,0
470,1,87,60,64.5261249208572,1.69096865730859,0.0848567221060696,307.128387451172,1,1.44,0.035,2,1,0
471,1,87,59,8.04048004069947,1.69558249578132,0.0781270887337487,302.849212646484,1,1.44,0.035,2,1,0
472,1,86,59,64.4773897460461,1.70018381359193,0.059678146182685,302.279815673828,1,1.44,0.035,2,1,0
473,1,86,58,4.14962076045537,1.70477271212323,0.0535116917810839,299.498016357422,1,1.44,0.035,2,1,0
474,1,85,58,64.0898058864588,1.70934929139717,0.0467038764906448,298.488983154297,1,1.44,0.035,2,1,0
475,1,85,57,50.3840945507499,1.71391365010026,0.0373832761757656,296.460998535156,1,1.44,0.035,2,1,0
476,1,85,56,50.4486246213347,1.71846588560844,0.0328993623781371,294.870788574219,1,1.44,0.035,2,1,0
477,1,85,55,21.2776996539578,2.84769643747363,0.0284470060018506,293.18701171875,1,1.44,0.035,2,1,0
478,1,84,55,38.565049556847,2.88042965545073,0.0285686367990906,293.812591552734,1,1.44,0.035,2,1,0
479,1,84,54,51.7472195289772,2.88855500207284,0.0312150392815814,292.978393554688,1,1.44,0.035,2,1,0
480,1,84,53,51.17606314132,2.89395922569756,0.0356898249587526,292.134399414062,1,1.44,0.035,2,1,0
481,1,84,52,50.0362629779259,2.90742583740325,0.0393431316944132,290.926208496094,1,1.44,0.035,2,1,0
482,1,84,51,50.1814468014675,2.91815438248219,0.037138555720467,289.511993408203,1,1.44,0.035,2,1,0
483,1,84,50,50.9711860740261,2.92617497767991,0.0363357528949329,288.385589599609,1,1.44,0.035,2,1,0
484,1,84,49,51.395952837522,2.93417364857638,0.0386766687120769,287.352996826172,1,1.44,0.035,2,1,0
485,1,84,48,49.2031428301594,2.93949400407621,0.0386542308762407,286.423400878906,1,1.44,0.035,2,1,0
486,1,85,48,6.73147141040435,3.06186217847897,0.0222669559638112,284.853576660156,1,1.44,0.035,2,1,0
487,1,85,47,54.2586048135609,3.06950728945217,0.0234167605098559,284.172607421875,1,1.44,0.035,2,1,0
488,1,85,46,51.2981186986658,3.07459346906221,0.0307966142985356,283.44580078125,1,1.44,0.035,2,1,0
489,1,85,45,51.298118698874,3.07713340627279,0.0300004203719058,282.895812988281,1,1.44,0.035,2,1,0
490,1,85,44,17.415227193462,3.07967124868873,0.0304116416314839,281.924407958984,1,1.44,0.035,2,1,0
491,1,86,44,33.8828915052038,3.08220700148449,0.0273131716300069,280.928985595703,1,1.44,0.035,2,1,0
492,1,86,43,51.0965645845577,3.08474066981327,0.0380898995803481,279.525207519531,1,1.44,0.035,2,1,0
493,1,86,42,50.6428956028521,3.08727225880712,0.0340173938665434,277.330383300781,1,1.44,0.035,2,1,0
494,1,86,41,31.4529318379069,3.09485460078499,0.0261082385177232,276.212005615234,1,1.44,0.035,2,1,0
495,1,85,41,19.1899637649452,3.10745072366401,0.0429101480877476,276.438201904297,1,1.44,0.035,2,1,0
496,2,85,40,36.3534232376095,3.10996382615618,0.0389524589568097,274.008758544922,1,1.44,0.035,2,1,0
497,1,86,40,17.1663005581299,3.11247489949718,0.0406582649077831,274.72998046875,1,1.44,0.035,2,1,0
498,2,86,39,55.6602712990667,3.26439121430015,0.0392035965687242,272.326202392578,1,1.44,0.035,2,1,0
499,2,86,38,40.9730551595268,3.34009730397185,0.0171222831926871,271.060241699219,1,1.44,0.035,2,1,0
500,2,87,38,14.6872161395398,3.34477204006491,0.0436430065143252,271.612640380859,1,1.44,0.035,2,1,0
501,3,87,37,53.0849765787588,3.35177191944798,0.0133888737813585,270.070373535156,1,1.44,0.035,2,1,0
502,2,87,36,43.8264956488764,3.35410196624968,0.0432085116362032,270.880859375,1,1.44,0.035,2,1,0
503,2,86,36,7.46297726079587,3.3587572106361,0.130128865599368,272.980834960938,1,1.44,0.035,2,1,0
504,2,86,35,51.2894729094648,3.37268439080801,0.276261962708259,276.692810058594,1,1.44,0.035,2,1,0
505,3,86,34,19.7447488613617,3.38193731461717,0.399721850935156,286.083801269531,1,1.44,0.035,2,1,0
506,1,82,168,10.0910779497648,0.5,0.276113665505067,824.137390136719,1,1.44,0.035,1,1,0
507,1,82,167,14.2517566380811,0.5,0.305597008062866,808.393798828125,1,1.44,0.035,2,1,0
508,1,81,167,51.5739744761016,0.5,0.36013268085414,814.162048339844,1,1.44,0.035,2,1,0
509,1,81,166,54.1962531391551,0.5,0.354167683924071,799.204223632812,1,1.44,0.035,2,1,0
510,1,80,165,9.70250665806071,0.5,0.417992405772316,802.955017089844,1,1.44,0.035,2,1,0
511,1,81,165,43.4614228633646,0.5,0.382474372950574,785.181579589844,1,1.44,0.035,2,1,0
512,1,81,164,53.7771280927132,0.515388203202208,0.380169864442337,771.3681640625,1,1.44,0.035,2,1,0
513,1,81,163,40.4864024770381,0.661437827766148,0.362969624366582,762.166564941406,1,1.44,0.035,2,1,0
514,1,82,163,13.290725616018,0.673145600891813,0.304187214404421,745.230773925781,1,1.44,0.035,2,1,0
515,1,82,162,60.161883364566,0.707106781186548,0.351144596659823,738.846984863281,1,1.44,0.035,2,1,0
516,1,82,161,18.4826487963419,0.728868986855663,0.370110436277556,737.629028320312,1,1.44,0.035,2,1,0
517,1,83,161,53.7270239083264,0.739509972887452,0.334221652914235,717.9501953125,1,1.44,0.035,2,1,0
518,1,83,160,21.3587594808546,0.75,0.33886147944648,720.898986816406,1,1.44,0.035,2,1,0
519,1,84,160,36.4710345042871,0.760345316287278,0.347175294038345,700.029174804688,1,1.44,0.035,2,1,0
520,1,84,159,54.7690119129036,0.770551750371122,0.305967546882322,695.738403320312,1,1.44,0.035,2,1,0
521,1,84,158,28.7721784167496,1.19895788082818,0.277830443255457,685.403015136719,1,1.44,0.035,2,1,0
522,1,85,158,30.0996648532128,1.20545634512412,0.23252568869782,673.064208984375,1,1.44,0.035,2,1,0
523,1,85,157,37.7276608954434,1.23743686707646,0.256592230779859,672.560607910156,1,1.44,0.035,2,1,0
524,1,86,157,55.3229765097582,1.24373429638328,0.217485176276091,659.33740234375,1,1.44,0.035,2,1,0
525,1,87,157,50.7644552393274,1.49478259288767,0.152622306366513,651.177368164062,1,1.44,0.035,2,1,0
526,1,88,157,7.1052306526267,1.51038074669932,0.199477068964907,649.025207519531,1,1.44,0.035,2,1,0
527,1,88,156,44.6659005565543,1.94855715851499,0.107830561260136,641.674377441406,1,1.44,0.035,2,1,0
528,1,89,156,55.548630772277,1.95655948031232,0.13995803034335,637.047180175781,1,1.44,0.035,2,1,0
529,1,90,156,29.500392632532,1.96452920568771,0.222097825339128,632.32861328125,1,1.44,0.035,2,1,0
530,1,90,155,28.7009696278935,1.98037243971936,0.224267055108516,630.130615234375,1,1.44,0.035,2,1,0
531,1,91,155,43.0752997515639,1.98431348329844,0.145449637906928,620.939819335938,1,1.44,0.035,2,1,0
532,1,78,147,39.6221320576933,0.5,0.366555552765296,733.538391113281,1,1.44,0.035,1,1,0
533,1,78,146,52.236667636574,0.5,0.318168600014742,717.6083984375,1,1.44,0.035,2,1,0
534,1,78,145,50.6858569629139,0.5,0.281737983935629,704.795776367188,1,1.44,0.035,2,1,0
535,1,78,144,50.0496016791214,0.59947894041409,0.351053081237941,696.391784667969,1,1.44,0.035,2,1,0
536,1,78,143,50.784222545919,0.637377439199098,0.429281901169173,687.113037109375,1,1.44,0.035,2,1,0
537,1,78,142,51.1148171609926,0.661437827766148,0.443381874456391,678.855041503906,1,1.44,0.035,2,1,0
538,1,78,141,51.7422347125055,0.673145600891813,0.411817697260287,673.730590820312,1,1.44,0.035,2,1,0
539,1,78,140,27.7828550651789,0.838525491562421,0.413771060692646,664.941589355469,1,1.44,0.035,2,1,0
540,1,79,140,24.2751502062927,0.847791247890659,0.351219812692065,643.607177734375,1,1.44,0.035,2,1,0
541,1,79,139,51.458256454144,0.901387818865997,0.37399281750842,640.302612304688,1,1.44,0.035,2,1,0
542,1,79,138,51.051353767113,0.935414346693485,0.432874447709455,639.960571289062,1,1.44,0.035,2,1,0
543,1,79,137,51.051353767113,0.951971638232989,0.462645969106572,639.60498046875,1,1.44,0.035,2,1,0
544,1,79,136,42.6806268789812,0.960143218483576,0.440785532840434,634.123962402344,1,1.44,0.035,2,1,0
545,1,80,136,8.98822369543425,0.968245836551854,0.433041019602597,611.135559082031,1,1.44,0.035,2,1,0
546,1,80,135,54.4107036853671,0.976281209488332,0.407685058098124,602.016784667969,1,1.44,0.035,2,1,0
547,1,80,134,42.95173555318,1.18585412256314,0.341313668050632,587.897399902344,1,1.44,0.035,2,1,0
548,1,81,134,24.5096154300552,1.19242400177118,0.222575026217641,574.362609863281,1,1.44,0.035,2,1,0
549,1,81,133,49.9702051352992,1.26861144563653,0.238058850032877,570.035766601562,1,1.44,0.035,2,1,0
550,1,82,133,17.491145847936,1.64411830474574,0.136601015671583,560.530822753906,1,1.44,0.035,2,1,0
551,1,82,132,56.9886747174615,1.64886324478412,0.340919573896382,564.526733398438,1,1.44,0.035,2,1,0
552,1,83,132,10.4726762651485,1.65359456941537,0.20429634535001,549.306640625,1,1.44,0.035,2,1,0
553,1,83,131,59.8503158812399,1.66301683695626,0.35206037858405,555.381164550781,1,1.44,0.035,2,1,0
554,1,83,130,19.5589606170637,1.67705098312484,0.327852129993631,551.466430664062,1,1.44,0.035,2,1,0
555,1,84,130,39.2331592068481,1.68170300588421,0.288849482971793,534.040832519531,1,1.44,0.035,2,1,0
556,1,84,129,48.7378964681409,1.81572988079174,0.275275488040047,531.434814453125,1,1.44,0.035,2,1,0
557,1,85,129,17.6824837700538,1.82859235479097,0.180861304958754,517.7666015625,1,1.44,0.035,2,1,0
558,1,85,128,42.0231803647939,1.83711730708738,0.373280136436186,522.850769042969,1,1.44,0.035,2,1,0
559,1,86,128,49.3089974034093,1.84560288252918,0.180455610857291,506.862579345703,1,1.44,0.035,2,1,0
560,1,86,127,16.5861868318675,1.85404962177392,0.415395416671471,514.443786621094,1,1.44,0.035,2,1,0
561,1,87,127,53.3691581257884,1.86245805321892,0.197212649782932,499.584808349609,1,1.44,0.035,2,1,0
562,1,87,126,23.7313802333393,1.86664806538351,0.374112758552886,510.998596191406,1,1.44,0.035,2,1,0
563,1,88,126,35.6563548216985,1.87082869338697,0.237127499783419,493.136199951172,1,1.44,0.035,2,1,0
564,1,88,125,38.4232775442463,1.875,0.242290154929255,495.52099609375,1,1.44,0.035,2,1,0
565,1,89,125,56.0081859888045,1.87916204729661,0.169767045995954,484.131500244141,1,1.44,0.035,2,1,0
566,1,89,124,2.53233791493377,2.01168461742888,0.174771979046859,482.319091796875,1,1.44,0.035,2,1,0
567,1,90,124,62.4025670381759,2.02330175702983,0.115325787786601,474.92333984375,1,1.44,0.035,2,1,0
568,1,91,124,18.1707842004395,2.37170824512628,0.122846681555171,471.658325195312,1,1.44,0.035,2,1,0
569,1,91,123,53.9578523820495,2.38484800354236,0.218083994462599,470.325897216797,1,1.44,0.035,2,1,0
570,1,92,123,14.2739007766658,2.39791576165636,0.0893962605242804,464.863250732422,1,1.44,0.035,2,1,0
571,1,92,122,64.4554017747899,2.41091269024824,0.296361801702057,467.665618896484,1,1.44,0.035,2,1,0
572,1,92,121,1.77301480749903,2.42061459137964,0.423078798996179,479.908142089844,1,1.44,0.035,2,1,0
573,1,93,121,64.2316229088778,2.43027776190295,0.317561842510316,462.156402587891,1,1.44,0.035,2,1,0
574,1,93,120,11.9564173553144,2.43669858620224,0.420340477866403,473.382202148438,1,1.44,0.035,2,1,0
575,1,94,120,54.6752984185736,2.44310253571151,0.312388160817385,455.025024414062,1,1.44,0.035,2,1,0
576,1,94,119,21.6011468959699,2.44629822384762,0.362648446965243,466.688812255859,1,1.44,0.035,2,1,0
577,1,95,119,43.8773788566833,2.44948974278318,0.283779612322964,449.165588378906,1,1.44,0.035,2,1,0
578,1,95,118,33.5605064416049,2.45267710879357,0.353200306035551,446.567810058594,1,1.44,0.035,2,1,0
579,1,96,118,36.111976439126,2.45586033804856,0.155340076807484,433.113891601562,1,1.44,0.035,2,1,0
580,1,90,97,41.7169179890228,0.5,0.379079673036885,490.176208496094,1,1.44,0.035,1,1,0
581,1,89,97,18.8143267467836,0.5,0.37834604128715,490.488800048828,1,1.44,0.035,2,1,0
582,1,89,96,42.1169585009314,0.5,0.393638311364867,470.514801025391,1,1.44,0.035,2,1,0
583,1,88,96,57.1706437433623,0.5,0.399356119924302,472.564208984375,1,1.44,0.035,2,1,0
584,1,87,96,3.14113029748219,0.5,0.373931202924254,480.019378662109,1,1.44,0.035,2,1,0
585,1,87,95,61.8529911928702,0.5,0.41483544639759,460.686584472656,1,1.44,0.035,2,1,0
586,1,86,95,14.1828160482264,0.544862367942584,0.351630960059573,467.217376708984,1,1.44,0.035,2,1,0
587,1,86,94,62.9119284304294,0.559016994374947,0.378269290870011,449.474182128906,1,1.44,0.035,2,1,0
588,1,85,94,2.62769293179946,0.59947894041409,0.350418007432077,453.003204345703,1,1.44,0.035,2,1,0
589,1,85,93,69.4696131643298,0.612372435695795,0.396649350134261,433.606384277344,1,1.44,0.035,2,1,0
590,1,84,93,0.753036324240248,0.649519052838329,0.360004103635615,434.978393554688,1,1.44,0.035,2,1,0
591,1,84,92,58.3810024387961,0.661437827766148,0.396744008452255,414.932586669922,1,1.44,0.035,2,1,0
592,1,83,92,52.958759393826,0.718070330817254,0.398506571489272,414.849395751953,1,1.44,0.035,2,1,0
593,1,82,92,13.7615982885559,0.75,0.367815357429433,413.62841796875,1,1.44,0.035,2,1,0
594,1,82,91,37.7618983303461,0.760345316287278,0.327351132536427,392.190002441406,1,1.44,0.035,2,1,0
