r10_2;r110_2;r0011_2;r10_3;r110_3;r0011_3;r10_4;r110_4;r0011_4;z10;z0011;m0011;m110;complete;ME;MAE;RBIAS;r
3.7187026;4.6266637;49.868237;3.16654;8.180301;25.353691;0.24302934;4.519261;71.19627;4.0692945;5.180079;9.13807;7.7559943;0;10.778200673864827;11.516105614824589;0.041320328556100204;0.9829959514170041
2.075387;0.9517506;93.73723;2.535573;7.6946855;3.4207697;2.6906703;4.0746703;27.46502;2.608902;1.412937;19.716055;4.449203;0;6.737995790692869;8.508427844564343;0.02883066505506245;0.9702429149797571
2.8529127;1.9062464;38.398243;4.5964174;9.866071;59.801357;4.3394294;3.5303435;20.463366;2.5886486;4.6794457;9.705398;2.855523;0;-6.589129063661564;12.963633189667076;-0.01749769534741681;0.9493927125506074
3.6269345;2.3343258;27.054188;4.171684;8.297792;29.993753;4.127522;4.4359527;86.16703;2.5966623;8.350515;45.321888;8.457662;0;-8.060684096721435;14.071722057553517;-0.022353301176836145;0.951012145748988
2.5937774;0.7097684;99.510574;0.63954914;1.6011982;71.58549;4.4980297;1.6237963;91.94787;0.9202447;7.2024074;44.36823;4.068651;0;1.3666405805229522;7.467784118110353;0.010657565528072066;0.9633603238866398
4.544723;0.20110801;53.53711;1.583341;8.016213;63.35276;4.85063;9.9451065;35.85303;4.0823846;9.594582;59.697304;2.0204432;0;-6.790499900287716;12.849651235767611;-0.018064795443832764;0.9572874493927126
2.1545749;4.971043;86.45507;1.3771611;6.847329;37.985172;3.593838;5.998052;32.182064;3.6015677;7.9578023;51.607803;6.702043;0;4.54374641604969;7.756658790830316;0.022232061654787503;0.9661943319838058
3.2706518;4.3956203;91.19466;4.290782;1.8081131;3.1505942;0.89574796;6.7255816;70.553986;4.261984;2.5385354;49.563046;8.782134;0;2.1611398889655904;7.048454021169032;0.012709832404634499;0.9736842105263157
1.777576;4.570456;52.328403;1.2429023;6.4494033;32.696278;0.27842438;2.6482658;23.509047;4.096804;1.6014479;12.914938;6.190689;0;52.78591295605343;52.889329042499526;0.18689296924896215;0.9323886639676113
2.0999677;1.494359;46.115677;1.5898194;7.757232;33.161514;0.8418957;9.310643;86.556404;3.9486423;5.163012;57.704243;9.967288;0;20.039172493003647;20.209939854820362;0.07680998204478864;0.9686234817813766
2.2562456;1.1784977;55.73571;2.6420643;2.7747507;33.9378;1.0853894;6.140476;1.8429729;3.9238455;5.0032945;2.4969404;8.86656;0;20.235638495603723;20.514250640303914;0.07401460266962544;0.9753036437246964
0.7164544;2.1867461;84.92621;0.47298548;4.9142046;95.3909;0.40081248;4.7293653;15.070215;4.7278085;5.9292974;50.615433;3.202172;0;89.92279495157703;89.92279495157703;0.32328286525781247;0.8894736842105264
0.54944605;2.321265;96.501366;4.810025;5.8823767;17.291403;2.3219135;7.4189262;12.949563;3.0665138;7.0448627;57.390697;3.9633315;0;6.969675125913968;8.855620792933955;0.03125970578156924;0.9580971659919028
3.3707006;0.12743725;33.503887;2.5062077;4.7183743;27.735899;3.9410007;3.7391534;32.46454;4.1568885;3.288896;17.408474;2.7618291;0;-3.2186757580016865;9.886480424815499;-0.005893879497849304;0.9643724696356276
3.312037;3.9183402;74.124405;1.0331253;8.884044;83.40749;0.1208338;9.411766;86.74797;4.0265703;9.894868;23.201773;6.0191574;0;26.464923900386122;26.697399101989994;0.0968761454786431;0.961336032388664
3.3482575;4.9836683;29.252073;1.4270216;2.520129;92.59059;4.037769;2.523827;64.36094;1.4241451;5.452873;18.462803;6.868283;0;-0.5442414991864706;7.887802022699939;0.0032260542832319495;0.9668016194331984
0.19685557;2.6905854;61.484352;4.0106106;7.944;47.360275;4.634006;8.497994;11.639787;2.8720655;7.434712;57.72789;7.7467737;0;1.0217656751399813;10.148245344306808;0.011688789123748716;0.9336032388663967
1.7000796;2.0024676;80.67417;3.2066317;8.002821;54.46483;0.8447312;9.699475;8.812808;3.6754892;4.675599;30.619339;5.766969;0;19.861120482340585;20.107782498438056;0.07392522947192065;0.9716599190283401
1.0692682;2.0244844;88.762146;2.3766675;5.0322695;6.23298;0.20459618;5.4256835;29.554817;0.6069874;7.159799;26.715483;2.1025865;0;47.776012891936865;47.858831242930414;0.16811127108049187;0.9392712550607288
3.912942;0.57077795;45.4229;1.7248467;5.855302;80.995804;2.4488883;8.889939;62.36341;2.6998472;9.850568;36.15379;3.2533615;0;1.8360570117887836;7.062072852128286;0.01163169998284721;0.9759109311740892
4.317089;1.4041929;37.605812;4.5133533;2.382062;59.861477;4.3557982;1.6440656;59.782078;0.11391605;2.3822827;51.67642;5.214967;0;-1.77686258732166;11.866301314168965;-0.005881693095584671;0.9463562753036437
1.3087338;2.5604506;26.09171;3.8855662;2.7564182;48.421997;3.710474;6.5853004;12.308062;1.27748;4.92333;46.913097;3.4242795;0;1.8665199222773794;7.499826812819108;0.012291978645802419;0.9479757085020244
3.3724608;2.2160552;14.2083;3.618749;5.784983;30.954983;0.27002555;4.206094;76.319115;2.4832175;7.2732277;50.12711;1.4562812;0;7.968832557404525;9.029642251972732;0.032312184920417784;0.982591093117409
0.7338777;2.7706702;37.12684;2.2854025;3.0221272;44.933327;3.3989956;4.2788024;63.594242;1.603957;8.711696;66.42674;9.005784;0;7.621611383693292;9.321770658124416;0.03444526530074633;0.9580971659919028
1.4482474;4.2604218;87.325806;4.907685;8.258188;73.79589;4.1069503;5.05327;98.32256;3.8783407;6.734689;19.349064;5.691938;0;-4.766469655911336;12.94539877325942;-0.009390695161509107;0.9467611336032388
0.779407;1.2036873;42.462143;3.5793445;6.545963;8.996641;1.4281433;6.3709874;55.70693;3.22328;3.081561;16.068907;6.357519;0;16.45349660867457;16.639229756945277;0.06405888426575422;0.9670040485829959
1.4892517;0.23555449;32.41202;2.1757612;1.5092081;51.174606;3.3017254;6.5441217;33.405056;1.410946;6.8064055;46.19093;1.9215742;0;7.06892000080323;8.797924280150713;0.030748652919725485;0.9657894736842105
3.406209;0.28730467;74.174095;4.806705;4.22089;4.429168;2.52035;3.5044537;12.815795;0.18368146;6.604607;11.931786;9.194972;0;9.529914761074204;16.71678365866984;0.030827469322649674;0.959919028340081
4.5606017;0.75742716;22.342863;4.4890523;8.725833;77.45304;1.1075824;4.4555135;91.99095;1.3480937;1.3928028;45.755543;8.762053;0;-2.2104691268182455;8.157472826427854;-0.00335391463994714;0.9744939271255061
1.0923598;2.8953667;26.372393;3.7258294;3.4969964;21.890772;4.517396;3.2457364;4.7293;2.6434631;6.4620457;67.00929;4.5152264;0;0.15411628373823524;9.010447707215953;0.007112339079919691;0.9427125506072874
2.7561872;4.060106;93.65495;3.858281;7.477461;90.43538;1.192741;6.6928625;35.52407;3.8349278;5.793264;33.174843;2.7840285;0;5.57266220529665;7.701628587408543;0.024598765295114455;0.9738866396761134
3.5368164;4.445349;9.077379;2.1757748;1.8442012;48.13336;4.2183294;1.9183135;53.543148;3.0565023;3.6052268;16.600086;8.149924;0;-3.919086977303481;10.428872835462274;-0.008306619439732202;0.9639676113360324
4.76932;3.2120547;42.04849;2.5860174;9.374803;46.269108;3.5381105;4.8121705;57.409348;0.37350684;3.1502585;69.65148;6.167878;0;-3.163445902541039;8.816663134728891;-0.007862847987903458;0.9621457489878542
3.0892963;2.075402;58.09837;1.038582;5.0441113;36.674843;1.1824541;9.806386;58.650036;2.385951;7.9109807;28.039047;8.483993;0;17.671791700683396;17.936340303725395;0.0662200110565467;0.974089068825911
1.350024;0.85712206;23.79581;3.0174415;5.424091;52.119728;3.5854838;9.899005;71.99492;4.8016214;1.5842824;9.743208;5.3371844;0;2.222971021928589;8.640849713321243;0.014921332506808382;0.9562753036437247
3.164843;2.0669498;28.820236;1.9125911;6.1284714;34.464764;0.2274241;5.6616693;13.703873;4.5298257;3.5605419;30.296028;9.021485;0;26.05334317613008;26.363676716297785;0.09341692797367823;0.9700404858299596
1.6704067;1.7288342;22.96269;1.8024478;4.270891;36.632538;1.2577307;3.2271402;72.21529;3.7377362;7.3096194;7.9609303;7.445519;0;23.894478579054315;24.079369983875008;0.08887036696844115;0.9674089068825912
4.883029;4.3631268;35.17337;4.7463183;7.527568;20.365662;1.4984845;6.2514634;89.06222;1.4906929;2.8828533;7.6574683;4.170452;0;-3.339173028397967;8.818255939107999;-0.007721074978927942;0.9708502024291498
2.058413;2.484925;89.95207;0.9074388;1.131252;35.17623;4.457031;5.3961473;4.0142393;0.20861784;2.0584536;5.2310553;7.7936864;0;18.17679423944935;20.817231189665502;0.0618912784842564;0.9625506072874495
3.4585958;1.20836;43.727146;4.1668706;2.4598384;81.359795;4.5853987;1.3823804;4.5449543;2.3361976;9.846053;32.886505;3.8943865;0;-7.333895104734948;13.254689598452797;-0.020594008442707614;0.9473684210526316
0.21381515;1.5151253;42.365074;1.479196;2.6993883;25.323393;1.4278611;9.901853;99.14663;1.9347501;6.0906825;33.21247;4.8653617;0;35.123639494155505;35.123639494155505;0.13336563533937196;0.9380566801619434
2.060301;0.7687038;39.271507;0.24041258;6.7180614;82.30554;2.425827;3.9445052;31.882309;3.411655;3.4188867;51.87283;4.596627;0;18.48333709078298;18.671505272053757;0.070753988454296;0.9694331983805667
4.388027;4.6010685;96.44746;0.2982691;9.015408;86.26996;4.909955;4.593517;46.05124;0.44588736;2.385688;39.00252;4.765097;0;-1.08227921650839;7.553077915298238;-0.00018431242740251215;0.9611336032388664
3.0901146;0.34669465;12.612644;2.2029698;1.5727577;66.9671;3.3632898;5.6220493;31.696196;4.6245546;1.0639569;60.49097;7.5308585;0;-0.16207050504845655;8.090176921299483;0.005159497535331178;0.9686234817813766
2.27532;0.16294661;87.31567;2.3268585;8.672128;4.0377088;0.44159076;8.923329;56.09218;3.7057116;7.7477684;61.3569;3.2110126;0;19.95984781531241;20.175342478072558;0.07526435425854835;0.9682186234817816
4.686094;0.99664575;33.388947;1.6692306;8.375623;56.542316;2.0180168;8.192077;71.436676;4.8578916;4.217465;13.622573;3.908911;0;1.6441108673583393;7.012114064808821;0.010459345171447148;0.9771255060728745
4.2845235;4.0732827;95.69465;3.3770201;1.689631;83.48174;2.1650474;2.8499513;76.23504;4.3400373;2.751068;4.806295;5.610208;0;-2.129592566396138;8.350423319873522;-0.002621699686600088;0.972672064777328
1.6788568;2.6649873;32.207497;2.4781797;2.2890558;37.21255;1.6013436;7.4480166;36.18349;2.2081192;9.13178;50.03037;3.4913867;0;14.98108049032989;15.192355393724911;0.05796483020154126;0.971255060728745
2.7682872;3.1666322;9.204562;0.46315402;4.150408;28.999407;2.6475747;8.871082;26.797113;3.3462346;7.266979;2.6787696;2.1966038;0;14.199445991615939;14.692313487740899;0.053985978177081076;0.9777327935222673
2.5001388;1.8528852;52.484146;1.8055489;2.0320265;32.816303;3.7065015;7.4283752;55.11657;4.243584;8.293696;28.783562;7.329092;0;1.1147988989783197;8.086945627907694;0.010156301244179704;0.9623481781376519
3.1977923;0.43652213;23.558693;0.5996174;7.8245754;42.884563;3.4883533;2.2526588;39.04125;1.0989878;6.901658;5.672147;6.3766212;0;7.118047819608625;9.237153919020411;0.028644494737335487;0.9736842105263157
1.7371452;4.295175;75.54599;0.4082869;5.536624;7.9467483;1.822586;5.8500867;62.589046;0.14718716;9.250397;33.20355;9.516772;0;33.80385249472103;33.92286676611602;0.11794447453940131;0.9649797570850203
1.2966045;1.0402819;66.07326;1.1207025;4.6968813;24.530825;3.7095346;8.547022;61.54384;1.6071585;4.1000633;32.57831;7.6832304;0;8.832078886010544;9.976610298551664;0.03791564446832977;0.9591093117408906
4.572092;0.26199007;68.96045;3.5328197;7.5245285;65.04657;2.7169623;2.7605538;89.55085;2.2435288;2.407689;59.51092;6.149027;0;-5.7001038999605615;11.435013416391474;-0.014667548637686507;0.9690283400809717
4.626985;2.9062502;20.155458;3.5104082;3.6360583;47.77594;3.8706148;5.8468356;1.3817941;3.1603956;1.0600281;45.900734;3.3997657;0;-6.202149341555891;12.0588500141231;-0.016829018544095242;0.9465587044534413
4.232282;0.5081172;71.154396;4.3208065;8.843782;25.486794;0.65805614;7.0259542;11.082972;1.3907793;1.304351;29.370415;2.7963428;0;4.525507203603298;7.631063001588048;0.01851191774754745;0.9779352226720648
4.893202;0.56923306;31.821772;3.8064544;6.8857007;93.157036;2.083324;6.71833;78.88812;2.2660925;8.684734;36.63589;5.7105064;0;-4.696819230365323;10.38909924594954;-0.011555549057366358;0.9708502024291498
3.7504585;4.0218472;99.86873;2.723929;4.118548;30.258696;2.0337837;1.9594363;58.772434;3.278529;6.5337224;39.340916;5.146366;0;1.116814509564511;7.034915386815526;0.008839415614247309;0.9793522267206478
3.8468695;2.508887;73.445;1.6317992;5.8588543;13.802469;1.8238338;3.4971025;7.188097;4.139676;1.4100324;17.378689;4.6450305;0;9.050226136392174;10.269406751785398;0.03515885239466315;0.982591093117409
3.8366914;1.2833914;59.45074;0.12847632;3.3350363;20.735489;3.520366;5.969196;94.313156;1.2119831;1.9605371;54.72707;4.974041;0;1.9020740947581407;6.760075801722298;0.012057330459961732;0.9720647773279354
2.4549773;1.8082695;86.84466;3.2709737;9.864826;30.361897;2.8299298;2.8788688;65.39004;4.0195274;7.2685976;33.769802;2.9095266;0;0.27586340084744093;8.15844645556918;0.007075319668196367;0.9665991902834008
2.3366158;3.6732807;59.341858;1.5195947;4.920439;52.73335;1.9908711;4.0034084;49.11356;4.702081;4.46399;45.3734;4.7862034;0;11.912298080045929;12.264079212916052;0.04772103482044132;0.9730769230769233
1.2771088;0.4251353;55.722237;1.3254905;9.070968;7.5657473;2.7278814;4.7356873;78.179016;2.106855;7.969651;4.1656437;1.3528268;0;16.37588238413698;16.558637592065185;0.0634280053555555;0.9676113360323887
3.259614;0.670755;24.494246;4.876645;9.802184;85.63927;3.5515254;1.122616;60.005497;2.8047404;9.429016;9.539815;6.044604;0;-6.536904633988531;12.588332456664094;-0.017408794053455873;0.9562753036437247
1.5176687;3.119684;68.13309;0.95377696;5.822132;87.870186;3.4081244;5.5938067;37.95639;0.14892118;7.8039956;42.08956;6.012145;0;18.411686363207384;20.05364494266083;0.06536808345704302;0.9631578947368421
1.3632612;3.0741615;38.089798;0.25893024;7.56996;32.51671;3.8273032;9.952809;30.366863;3.5800269;2.6341846;52.607964;7.001951;0;11.847744669599637;12.27598536350979;0.04877048004104497;0.96417004048583
2.9712107;4.8650646;5.26518;4.7520127;6.150221;77.75593;4.272228;4.6744103;45.889557;4.372865;6.8470306;23.814312;7.4240837;0;-7.6139018472383695;14.068964909385512;-0.020526070469692577;0.9445344129554657
2.1089137;1.9352925;81.790115;1.599433;1.8241087;60.36958;3.72302;3.4686856;48.04938;0.1979373;6.3580813;66.30955;7.065579;0;7.764606247856527;11.88062478050745;0.02985605129538445;0.958502024291498
1.1723974;0.41888037;6.1354437;2.0277584;9.571762;84.69896;0.98268175;3.2769585;71.49116;4.233971;8.631248;59.75263;8.234118;0;28.487914742071208;28.62049235795055;0.11110031950540886;0.9253036437246964
4.0986743;2.7339334;67.55771;0.49658102;5.109728;28.419664;4.2482367;5.63657;47.82728;0.83020943;2.8025692;37.665314;2.1975915;0;-0.199059770050062;7.1160386760735035;0.0036023825151605174;0.9661943319838058
4.3167925;3.2278993;16.515368;2.0799196;9.046568;61.413338;1.7269138;5.104094;2.815874;4.226284;7.470286;45.5132;8.975444;0;5.867339165815063;7.971064030885609;0.024228340499539085;0.9759109311740892
0.92172766;0.7840536;43.824383;4.8638844;6.9004483;8.196786;3.36328;8.757866;68.78045;2.7553334;6.39805;42.335354;4.495843;0;-0.8423755841282999;10.290376554796364;0.004333850334792481;0.9483805668016195
0.13678446;2.8090236;86.05007;3.5006967;1.946718;1.9357532;4.955752;6.7532024;7.8912;1.9137809;5.29812;22.7848;7.000448;0;2.390827594255902;9.269862420822745;0.01612653321445917;0.926923076923077
1.7470368;1.0690589;10.347535;2.4217417;4.7534766;87.59509;1.5437461;4.587869;84.78675;4.7121882;3.619766;6.2580037;2.0850546;0;15.146039476271408;15.359395789984983;0.05886095374275556;0.9704453441295546
4.007803;4.239177;67.04792;1.606611;2.7626333;30.16023;1.4240335;4.4717216;71.11932;3.1005542;1.2342887;56.710705;3.0190673;0;6.071661677568456;7.802323391821406;0.026139515288016717;0.9811740890688259
4.2119517;4.1922913;61.649254;1.8936154;2.5287387;45.095665;0.9926009;5.9247155;60.186176;0.2894131;8.250407;33.317898;9.377349;0;13.951731566169556;15.786447801816788;0.048763715542446844;0.9811740890688259
0.7778124;2.2051826;86.885445;3.095018;7.4357986;23.94616;4.921982;3.2803125;45.96175;3.853402;1.9668657;59.246223;2.238003;0;-1.1832658726535623;11.086688658931562;0.003687738512638523;0.9425101214574899
3.8942459;4.837042;18.100752;1.3468053;1.2701799;87.80394;2.1919842;4.8056107;18.038944;0.9937541;4.3963313;27.468475;5.187278;0;8.557133496074897;10.27935830222452;0.03277530935363837;0.9801619433198382
0.6669504;4.900892;80.17896;0.84454286;9.695265;39.068886;3.9409409;3.565361;65.84461;4.624047;5.465394;2.9713326;1.8507318;0;12.876292618761163;13.198808777520748;0.05317917698987394;0.959919028340081
2.0113068;0.7333303;45.562;3.5115204;5.04931;18.732758;0.34127358;5.639196;11.839917;0.91563433;3.967471;10.630339;1.8397549;0;26.86259119339571;27.128915550805587;0.09450681120965654;0.974089068825911
4.9931865;1.9017977;43.43575;4.360402;5.4078193;61.191296;0.98407763;5.919421;60.850033;2.4895241;6.962068;12.691699;9.945437;0;-1.6653434499485098;7.31525930183424;-0.0018820440807336997;0.9769230769230771
1.0436951;3.0415752;36.81665;4.5175405;3.69486;21.34087;0.40960371;8.621284;19.150507;2.6606317;3.9563873;51.706333;6.747268;0;19.41607522225699;19.622230064769877;0.07297873279699865;0.9688259109311742
0.85442156;0.5157053;39.17184;4.222951;1.7705446;26.808298;4.0966115;3.2605944;60.09018;2.862521;5.646819;4.180698;6.7248416;0;-0.519939928021002;9.787761715355089;0.0051160081816939585;0.9477732793522267
2.1717217;1.975012;52.476;2.6999385;6.294184;67.60671;0.62211215;9.142525;15.964774;2.7131433;1.8567352;57.713985;3.4365013;0;20.503462998672486;20.75554350366717;0.07598182592420642;0.9714574898785425
3.1363757;1.3797432;11.573182;3.9652717;4.1027904;95.96272;4.623492;5.817415;10.353741;2.251325;4.9104567;48.96602;2.3688884;0;-6.433015776163199;12.820097446687845;-0.01693648855310744;0.9477732793522267
4.6712136;4.765046;43.08152;4.639143;6.6166534;75.72617;3.3524115;7.5415015;47.6162;3.5928764;6.2470045;23.987078;6.524738;0;-8.464454405419046;13.860408705373382;-0.024337719977000887;0.9534412955465588
4.9060235;2.1167705;65.54614;0.21447669;6.0019283;13.290095;4.556736;6.505044;71.265625;0.8622428;8.756429;37.49389;3.2432532;0;-3.0817599471307906;9.297222925816158;-0.006296434160886867;0.9653846153846155
0.44123912;3.8370872;50.32104;2.1192813;2.9521976;31.943165;2.1034074;8.4613495;24.606953;3.9576259;2.6343243;65.38772;3.439466;0;21.944005082003375;22.082987126604635;0.08481383312538497;0.9603238866396762
0.77618784;1.9948562;17.417118;1.1002148;5.1548853;79.84013;2.6757236;6.968257;50.272884;0.2835089;4.047717;6.7425003;4.7834334;0;33.233733099394904;33.3664867574984;0.11694865477325352;0.9631578947368421
3.974616;0.7458792;36.94212;4.984167;3.772567;28.239588;0.23510419;1.0996618;80.089226;4.2262673;3.333623;26.707863;3.0253654;0;1.5048515456252063;6.504225918774204;0.009511762231609572;0.9817813765182186
1.4260975;4.3294425;44.853207;4.6548734;3.1575167;74.266884;2.3829389;4.5124774;55.39417;3.7741616;2.3739865;28.588139;9.455223;0;1.9183869637730093;8.04126690706914;0.013210849791508888;0.9595141700404859
4.4357605;0.10204289;67.218605;4.030711;7.927339;47.70745;2.994513;9.445278;60.115814;3.9974587;4.4705567;67.495316;6.20222;0;-6.961781111811834;12.716671766720744;-0.018887138857462536;0.958502024291498
3.350921;0.37411028;90.175865;1.549811;1.1071594;88.55644;0.5928914;5.063073;22.795769;1.5549537;9.175035;68.31545;1.6170659;0;19.224671522598282;19.521457508128986;0.07059451133366346;0.9763157894736842
0.6480395;1.8854836;55.487175;4.765301;3.4199457;36.55576;4.908053;8.4554615;13.325411;4.2635684;4.3564463;59.212215;5.3430634;0;-3.279297236838796;12.432942499555443;-0.003936024097606162;0.9321862348178138
4.1793933;3.4658015;67.96044;0.24332716;5.7797713;93.522575;0.12151597;8.820639;15.755202;3.4866729;3.4494786;27.975773;6.049755;0;33.06240694457491;33.36320991260428;0.11689692449840577;0.9564777327935223
0.96414626;1.774351;8.641773;1.0213946;5.285314;41.336033;1.410508;3.9932017;97.30761;4.845852;9.62238;62.479115;4.227662;0;28.04285826027983;28.11470961925543;0.10773859157195112;0.947165991902834
2.1751275;0.4249328;95.49223;3.1226814;9.461488;72.89734;3.1165457;8.719522;9.575208;0.19805454;7.439264;34.916447;8.865965;0;11.512650674178275;15.707262325593835;0.04025151495838788;0.9589068825910931
2.8057063;1.6574162;32.20566;3.9857328;8.592917;20.32426;2.5384276;4.396915;15.99919;3.9735596;4.3270726;45.79588;5.687749;0;0.6233003473281352;7.936370393021721;0.007894810127190123;0.9668016194331984
2.553754;1.3004062;36.074883;4.429791;7.764424;53.548157;1.2720735;1.2282438;21.363708;3.1541824;7.743867;65.09723;3.1498754;0;5.101493234603187;7.478774606118886;0.022991861816734616;0.9793522267206478
3.4621983;0.12655702;23.061436;1.5724922;5.6267033;31.703367;4.935093;7.249667;79.006615;4.9462843;6.7469006;18.869228;5.8707204;0;-5.186211164271986;12.081304418210415;-0.011927944291745466;0.9528340080971661
3.298165;2.7205293;9.382338;2.0149426;4.860161;2.2599285;1.0254992;8.382604;40.397404;2.2709026;8.693556;60.533016;7.5067205;0;12.43213667317763;12.963858472105997;0.04754105323252805;0.9809716599190283
4.9610057;0.671565;79.21463;2.3286543;1.3291261;44.2901;2.8849244;5.0644674;79.29873;1.4703116;1.9990804;29.148726;3.7784877;0;-3.4972447365974846;9.323534857449092;-0.0076973033534034835;0.971255060728745
4.9971676;1.5087318;24.808517;0.23217171;8.395014;18.077145;0.66783196;2.5606842;42.473854;4.410753;5.858733;61.244118;8.853098;0;15.208490433190917;15.584454607201934;0.05635409516623611;0.9805668016194332
2.630651;3.24183;28.986086;4.3334494;4.876416;95.89994;0.37508476;6.537563;79.678734;1.6959007;7.3191195;39.2926;1.5126123;0;8.061078865126884;9.209091463683757;0.03304049557166581;0.9759109311740892
0.5664755;3.6530669;18.997831;1.7559472;3.8887064;81.050285;2.4905717;7.6443114;89.65176;3.543662;9.9790745;18.816797;3.6790304;0;17.650128108529128;17.785599634866763;0.0704216618717353;0.9597165991902835
3.6664321;1.3909326;97.51364;1.0764644;6.4597096;74.21299;4.0430303;6.8933525;45.282265;1.7260551;6.415654;54.05558;9.348346;0;-1.3207609348523524;8.666819484869476;0.0008867183080008451;0.9639676113360324
4.885654;1.7130489;78.32245;2.1050656;7.7872405;45.87987;2.7034435;4.2021337;98.65036;4.7340393;2.2662032;9.830281;3.4071488;0;-3.034691705141834;9.204486777012104;-0.005538366984754917;0.9706477732793523
1.6597993;1.3098552;93.06007;3.5817606;5.707462;26.651377;1.5387892;4.314965;93.35821;2.6778917;9.7438545;11.749026;1.6826539;0;9.483393975653984;10.334684320705868;0.03906428685185924;0.9716599190283401
2.3599236;4.788754;86.310616;4.3674865;2.3462486;33.111942;0.1819755;5.941877;2.5204604;1.6669762;5.128938;12.075322;1.405265;0;18.007214856585495;18.33812630104836;0.0651243221722989;0.9813765182186236
2.181407;1.0335467;90.72338;1.1553447;9.294818;21.232052;4.708607;2.7405431;56.85004;4.1298532;5.393803;59.142757;7.7826886;0;-0.35956413262107095;9.308742979037914;0.005637841488201047;0.9589068825910931
0.35195386;0.99758494;48.42437;0.9458035;2.0156455;55.63698;1.1382345;8.615588;66.0551;0.40612286;3.2783203;61.245136;4.0255327;0;46.05558710417208;46.05558710417208;0.1701623879348939;0.9277327935222671
3.3940957;2.280673;17.883602;4.7245364;9.726145;81.31636;2.9154022;1.9208714;84.47327;0.559414;8.322661;40.937195;7.882432;0;-3.4139333084950296;9.569807572141702;-0.0077659730235046815;0.9593117408906883
1.8313547;1.0276011;33.361153;2.7993758;4.982294;19.553677;0.17607866;5.3789473;67.66264;4.199909;5.7636924;20.997446;6.8628917;0;26.044044370028757;26.232896002135725;0.09590279938094141;0.9629554655870446
3.958573;0.86787146;29.9527;1.8922828;9.5196085;1.4501975;0.57630235;8.734951;69.136856;1.6847283;9.765116;28.806192;7.7562423;0;13.054030151992318;13.61038918140964;0.048995184742529924;0.980769230769231
4.177388;0.56980973;71.99625;1.0766653;9.231848;13.435045;0.9338306;5.764762;29.674877;0.9651193;5.671255;14.485048;9.256413;0;18.775613308114988;19.20011311968234;0.06655696697294194;0.9819838056680162
4.124031;3.236839;3.541596;4.976714;4.6564054;46.632282;0.65033793;7.848545;82.23367;2.977057;2.6250012;2.2593853;8.331087;0;0.7055955482908018;6.697841145653126;0.006520065202139662;0.9771255060728745
2.1416633;3.099203;15.06218;3.624003;8.200228;2.8410072;2.700693;3.1561978;7.265575;1.3474283;7.932756;59.095222;2.3621056;0;5.325200657681691;7.912161066126403;0.02307224100398087;0.9633603238866398
1.6755738;3.285798;68.60563;1.1676381;1.8079528;40.92352;2.0455618;5.009612;66.082146;4.937198;2.3293092;15.23489;9.163225;0;18.577729623214957;18.76236510165977;0.07140283919757791;0.9668016194331984
3.7692218;3.88917;13.220793;0.5471713;1.7446084;12.004649;4.0262966;7.417541;21.000372;4.1209445;3.5501356;7.3783956;4.0212226;0;0.9538142107043078;7.539352163301758;0.00820746095068844;0.9696356275303644
4.0268083;1.6991543;5.7808933;1.0764835;4.2036095;11.668876;0.66940045;8.994972;76.79202;4.456959;9.455377;10.962857;8.240599;0;16.870433090052384;17.205270499576553;0.06249994856111585;0.9781376518218624
2.5071614;4.6002765;11.812302;1.3139387;6.4880657;71.54849;2.2122333;6.7874107;79.233894;4.1845737;9.787292;64.97216;5.6917205;0;8.304558219559768;9.41851757055682;0.035705695060822155;0.9714574898785425
4.475852;3.6927025;69.37674;0.64431965;1.0838896;99.950226;2.1984296;3.1848986;18.303713;4.440717;7.9899764;26.699577;2.5777671;0;6.433140156456422;8.174038758237156;0.026580674644333637;0.9823886639676113
0.8051526;4.043072;14.7932005;1.2252917;5.636576;20.253681;1.2309778;2.3166354;79.561745;1.7560978;2.8620727;46.069973;7.208564;0;34.338129464435575;34.39389979670816;0.12821228383834737;0.940080971659919
4.407437;3.6327145;15.484132;0.6722205;9.780822;23.729322;0.5702113;8.573858;83.912056;3.3997197;7.67729;4.127469;7.02095;0;19.319115163470688;19.6715453863919;0.07020513410450367;0.9779352226720648
0.57086664;1.8564327;23.799719;1.9508853;8.726008;30.345406;0.15224779;5.986323;6.250144;4.544215;6.346486;37.979897;9.170798;0;73.20877758347393;73.20877758347393;0.25982310857625934;0.8961538461538462
0.8522751;1.4868592;75.34016;2.4823568;3.0922356;78.72582;0.19225664;2.6548486;43.570663;3.4611578;5.0206556;52.773582;4.693701;0;39.07844774398562;39.148045750974084;0.14377941941902708;0.935425101214575
2.715816;2.1703336;20.834938;2.3308964;5.752619;51.08348;2.0532627;5.3710904;20.076824;4.986059;5.015218;6.4598136;7.6082373;0;8.819971230698087;9.998269195439201;0.035402721379077615;0.9789473684210527
0.43084055;0.57544875;4.5021644;4.1631293;2.5426788;57.497025;0.36595872;2.1369038;13.514173;4.3411145;5.0774503;22.327065;5.6618395;0;30.973987756907253;31.133587736397203;0.11383948425606165;0.9534412955465588
0.35875478;2.3112745;90.68047;1.3445774;3.3693414;55.104206;2.033332;1.9465449;80.55195;0.44759622;3.90122;23.897291;5.9526567;0;32.66682769894414;32.732718903548275;0.12030340470904545;0.9491902834008098
