model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhkp;rhkf;man;rch;offset;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;r_rank_sfr;r_lin_sfr;r_rank_multi;MAE_multi
3959;479.19345;1.6278771;3.33792;5.893832;2.7610722;8.727925;1.1587029;5.3239846;0.21863206;8.819247;5.1584353;2.4862998;1.9786022;1.5513008;1.6493301;0.15938753;8.788166;5.1584353;0.8408354;1.2697647;0.713012;0.15938753;1.0199668;0.001275676;6.10853e-05;0.9596491;0.95863295;2.2325728;;;;;;;;;;;;;;;;;;;
3960;463.10736;4.7193694;2.6953795;0.9792736;3.0714204;3.1040034;1.5110816;7.3269424;0.17342125;6.203869;7.4205227;3.0714204;1.6861173;0.8756854;5.781183;0.17342125;4.028484;4.462604;0.9550336;1.0764511;0.8736658;0.17342125;1.1880428;0.000589997;5.48907e-05;1.0998929;1.044243;2.1416886;-3.2828945043727367;0.3992348183411423;6.34483049908078;1.4776234288626142;0.36793995686679926;0.8445060046894902;0.7056978674826018;0.466542503520218;0.8048780487804879;0.6585365853658537;0.36585365853658536;0.7039184936726126;-0.7039184936726126;-0.4960011279882632;0.4960011279882632;0.6190476190476191;0.9426988743930133;0.664431245473875;5.211164674739076
3961;425.94562;1.8211156;5.407315;3.171871;3.722831;8.356867;1.9336048;1.132606;0.24684152;8.846934;5.8024154;2.6257133;0.78177553;0.8856349;1.132606;0.13375138;5.9518485;5.8024154;1.1631767;0.78177553;0.9270166;0.13375138;1.1634078;0.000521785;0.000190119;1.0364078;0.9157451;0.7473678;;;;;;;;;;;;;;;;;;;
3962;538.95966;4.503899;6.7681465;4.656064;3.4493814;9.5484;2.297447;1.9081726;0.42689145;8.404133;8.585355;1.9939411;1.4239433;1.8833753;1.9081726;0.26299238;2.8269658;6.2605987;0.90858483;1.2127222;0.78872293;0.26299238;1.1524794;0.000464828;0.00038146;0.94962084;0.98909307;1.2345368;;;;;;;;;;;;;;;;;;;
3963;454.76968;2.9348958;8.330878;7.487655;2.9903703;9.422099;0.8735792;5.562893;0.2512841;4.089894;4.0711823;2.142519;0.74057615;1.9987406;3.6914208;0.2512841;3.9087634;4.0711823;0.8268533;0.74057615;0.77465063;0.2512841;1.1480812;0.000820124;0.000306811;1.0181065;1.0849581;0.7653793;;;;;;;;;;;;;;;;;;;
3964;468.97318;4.3624806;6.2944374;5.632452;3.645172;2.1848505;0.63978565;4.5694556;0.28342098;5.8858852;2.2846258;3.1795619;1.5161937;1.8779886;4.5694556;0.28342098;5.8858852;2.2846258;0.89303124;0.7681287;0.16961803;0.12210029;1.0966167;0.001050978;0.000160135;1.0756832;0.95091337;0.2837525;;;;;;;;;;;;;;;;;;;
3965;418.07178;4.833183;7.20115;8.658104;3.7251067;1.3453666;0.95517796;6.29533;0.41808417;3.7937174;5.6830072;2.2914343;1.3151478;0.83983207;4.9375544;0.20294379;3.7937174;5.6830072;1.1474432;0.76205343;0.4145429;0.10217516;1.0340388;0.000855064;0.000409378;1.0056243;1.0174097;0.3639367;-3.176691583419821;1.4163919149121966;7.046601798052786;2.2358303008119265;0.3621097880073948;0.9235845793191325;0.7199860712192866;0.4384333694725548;0.8048780487804879;0.6341463414634146;0.1951219512195122;0.6122540725576526;-0.6122540725576526;-0.4150897544850939;0.4150897544850939;0.9047619047619048;0.97346827997777;0.7207357678056077;5.760955025502461
3966;499.5935;2.6885898;5.304211;1.2125874;2.7525694;7.511857;1.6077701;4.113169;0.3034531;4.887905;4.296764;2.7525694;0.60242516;1.7583146;0.8861928;0.13815369;4.3562527;4.296764;0.981945;0.60242516;0.19522329;0.13815369;1.0861759;0.001181022;0.000149357;1.0992314;0.92464584;1.778367;-3.331421877164268;0.3435065270522273;6.5430312359133;1.6104039400572105;0.3695035307805379;0.8585734339047164;0.7597142474627515;0.4529011024816376;0.8292682926829268;0.6585365853658537;0.34146341463414637;0.6406804745498658;-0.6406804745498658;-0.425974704794195;0.425974704794195;0.8333333333333335;0.978500353337579;0.7414696237772447;5.360582832722435
3967;431.63358;3.7864182;6.057145;3.8382916;2.2995725;4.376617;0.6798124;6.952522;0.38996947;9.760667;5.7675037;2.2995725;1.6461865;2.257828;6.9357047;0.38996947;2.7406707;3.8144088;1.0888162;1.4767537;0.9779706;0.19511011;1.1214763;0.000616204;0.000108284;0.9549714;0.95147514;2.887343;-4.701905405670396;-0.7323814546354299;7.154698268926229;2.245703223328519;0.7154567894983259;1.0924624419467186;0.694193998654912;0.452832442717151;0.8536585365853658;0.6341463414634146;0.2926829268292683;0.8381137805623919;-0.8381137805623919;-0.5920250184810121;0.5920250184810121;0.6190476190476191;0.9377864082574047;0.6551830372006342;5.883285083734795
3968;486.4181;1.9068704;6.682573;6.338065;2.2300887;2.517372;1.1553128;2.3777633;0.29303247;5.1423645;5.2294407;2.0741186;0.6393946;1.2908193;2.3777633;0.29303247;5.1423645;5.2294407;0.92297435;0.6393946;0.20799743;0.25874436;1.0452474;0.000673914;0.000121004;1.0457478;1.0679544;1.9128599;-2.429861588896768;0.5679442878345355;5.982088247347631;1.7904854542277349;0.24933158997699548;0.7901744046713212;0.7335772894078403;0.46562344854165444;0.8536585365853658;0.6585365853658537;0.36585365853658536;0.5140002750654517;-0.5140002750654517;-0.3410692238809241;0.3410692238809241;0.8333333333333335;0.9781776772669892;0.7204575594585907;4.889757261603461
3969;428.66846;4.2031426;3.0506144;6.8946795;3.2777104;4.968382;1.1106554;4.1636195;0.23791935;2.980336;3.8249931;1.8750521;0.8181667;2.0834026;0.61223674;0.23435901;2.980336;3.8249931;1.046718;0.8181667;0.24742506;0.23435901;1.0338538;0.001237171;0.000277966;1.0273882;1.098183;1.8160623;-2.4644233492087304;0.6481068195777766;6.354974602317858;1.7148381141523714;0.2506191911719735;0.8010222262930108;0.7537898703036383;0.4400436829828342;0.8048780487804879;0.6097560975609756;0.3170731707317073;0.47250938920304936;-0.47250938920304936;-0.3212786515509415;0.3212786515509415;0.8333333333333335;0.9793273200973198;0.7367068891983497;5.183020270757972
3970;590.76996;4.2797027;9.400075;5.4719243;3.87259;5.838437;0.7197076;6.5835915;0.30125463;6.2331266;8.978906;2.8779082;1.4761214;0.5234743;3.9638374;0.12587692;6.2331266;8.978906;0.9770134;0.91397524;0.30717668;0.12587692;1.0116334;0.000762936;0.000301702;1.0863867;0.9296798;1.5589077;-3.55103719089271;0.10910267218281433;6.598276450753066;1.7168428852504576;0.39590814424725246;0.8640677274221028;0.7408956376632155;0.46517154430930135;0.8048780487804879;0.6829268292682927;0.34146341463414637;0.673124257197594;-0.673124257197594;-0.45171080223470594;0.45171080223470594;0.8571428571428572;0.9752352255923471;0.7300757647320528;5.410084873303068
3971;428.99652;2.1809828;4.042584;4.529558;2.0770926;2.3720958;2.4597905;1.8825938;0.49139628;7.7123346;7.894216;2.0770926;0.5060318;0.7173241;1.8825938;0.20852861;6.1549935;2.3612297;0.98426247;0.5060318;0.57093495;0.20852861;1.0927095;0.000544689;0.000405922;1.0329745;1.054364;0.78776515;-3.12449990566215;0.39670544930970664;6.416363000909573;2.001588367571344;0.4053245328564557;0.909230517021599;0.702909925290078;0.4710349470937403;0.8048780487804879;0.6829268292682927;0.2926829268292683;0.6338850458668304;-0.6338850458668304;-0.4334876696256086;0.4334876696256086;0.7380952380952381;0.9637901086493846;0.6808640949344138;5.257685556945631
3972;504.37744;1.0965631;6.402662;1.5511589;2.9945118;1.2444657;2.2088196;4.759017;0.14313182;4.6486;9.755434;2.9846606;1.2444657;0.73837304;3.4366982;0.14313182;4.268906;2.765567;1.136556;0.70838034;0.121689945;0.14313182;1.0457882;0.000486944;9.40132e-05;0.9997447;0.9790133;1.9135861;-2.9448052419185577;0.9386613368453425;6.982229733414269;1.725752875831489;0.16230100177644063;0.777369662849151;0.7403728985021173;0.44067205456425673;0.8048780487804879;0.6097560975609756;0.36585365853658536;0.569035239015778;-0.5679372582427211;-0.3679987691082368;0.37074372104087866;0.8333333333333335;0.9786043144510569;0.7259206961814408;5.702425509453162
3973;439.39597;2.724821;6.0046835;7.235806;2.3884954;8.014424;1.6856382;3.6475937;0.45435742;5.6957774;5.9721856;2.3884954;1.0372525;2.0227065;2.6743042;0.19948976;5.3041883;5.9721856;1.0961434;1.0372525;0.95871854;0.19948976;1.0179831;0.000817325;0.000320208;0.9256337;1.0629349;1.7782382;-3.9740461113773926;-0.26788408315869106;6.7336724083281805;1.6835558249954374;0.5669117121293291;0.9806683362455904;0.7159719506769636;0.46242010481046497;0.8292682926829268;0.6829268292682927;0.2682926829268293;0.7145777851848261;-0.7145777851848261;-0.5118078268424782;0.5118078268424782;0.6190476190476191;0.942064511942622;0.6726908025516953;5.525435118096746
3974;415.27237;1.6800021;8.665443;9.123909;3.0630264;5.0504823;2.268574;4.8302164;0.35027704;8.522313;4.676039;2.2038264;0.9042112;1.8039399;3.1191812;0.35027704;8.18607;2.036484;1.0628442;0.9042112;0.3863321;0.35027704;1.0908445;0.000544524;2.94355e-05;1.0358279;1.087243;1.5992128;-3.2583151339954504;0.1346048532440136;6.523434722974066;2.0873607635087694;0.38200917221219644;0.9005307099859395;0.7222512742507121;0.4746209262940306;0.8048780487804879;0.6585365853658537;0.2682926829268293;0.5649107993881438;-0.5649107993881438;-0.38715889749821664;0.38715889749821664;0.9047619047619048;0.972859316346308;0.722556813379891;5.332943334059644
3975;440.46173;4.2742043;1.9337999;8.2604265;3.7133234;3.1238189;1.0707674;1.9904956;0.48722976;4.472736;6.635268;3.4951987;2.3697338;0.6174939;1.9904956;0.15742256;4.0074506;6.635268;0.8651568;1.1786586;0.8247021;0.15742256;1.1725807;0.001202585;0.000134256;1.0727116;1.0963588;1.7871804;-3.0359364760521816;0.045660641144536385;5.866761328750395;1.889129834347898;0.49268075447687437;0.8941065048722489;0.738456188244757;0.46679856263661396;0.8536585365853658;0.7317073170731707;0.2926829268292683;0.6452737141831508;-0.6452737141831508;-0.46449928016812175;0.46449928016812175;0.6190476190476191;0.9441891653296414;0.690766366086588;4.817635376318263
3976;410.95483;2.044389;8.946503;7.281193;3.5738761;9.592274;2.1893873;4.7627487;0.19990638;8.947904;2.9450123;3.3492916;0.84960383;1.6240902;4.73567;0.19990638;5.549586;2.9450123;0.9893124;0.8255957;0.22853768;0.17555253;1.1039065;0.000574102;0.000255556;1.0905726;0.9908792;0.7987292;-2.7924294278325923;0.6124359498851106;6.700624417494293;2.1194065126233;0.21021948214593777;0.81636798891067;0.7267816803135635;0.46255377007705156;0.8292682926829268;0.6097560975609756;0.34146341463414637;0.5948181429887206;-0.5948181429887206;-0.3943879971407477;0.3943879971407477;0.8333333333333335;0.9771876187808648;0.7149944227357405;5.480081299238741
3977;427.8795;4.774771;2.146837;6.670864;3.9425795;7.8074083;1.8572967;4.8083825;0.25261286;8.161467;6.000319;2.3973181;0.7832218;1.1448637;4.8083825;0.25261286;7.383799;3.656694;0.86618286;0.7832218;0.51649266;0.25261286;1.0582522;0.000702809;0.000257689;0.958103;1.0680659;0.06528108;-2.461940671491282;0.23878168582874082;6.215097176265663;2.0827747668606094;0.24841459811082708;0.828163191618993;0.7093570416102892;0.4892193942550165;0.8048780487804879;0.6341463414634146;0.24390243902439024;0.5964409551179186;-0.5964409551179186;-0.41031196667369707;0.41031196667369707;0.8095238095238096;0.9682901415287315;0.6972515525923987;5.090010036624227
3978;498.69684;4.8872356;2.2152264;7.9255705;2.969059;4.56414;0.96643716;4.8158174;0.14384398;8.069722;9.664149;2.205047;2.1511514;0.919651;4.8158174;0.14384398;8.069722;4.187503;0.9778979;0.8531336;0.1615264;0.14384398;1.0084382;0.000510313;6.27736e-05;1.0529062;1.0105262;2.633935;-2.9150980648465423;0.38871456233025015;6.381591425622044;2.075914401895261;0.1994783389099398;0.7635600910843144;0.7314863327634475;0.47703874530239293;0.8292682926829268;0.6097560975609756;0.4146341463414634;0.5474589320463293;-0.5474589320463293;-0.3566701117879271;0.3566701117879271;0.8333333333333335;0.9782067177866317;0.7187765943130984;5.216174900134792
3979;530.3631;4.6353436;8.746519;7.9682584;3.3267968;3.3829455;1.8482454;2.1589892;0.12097749;9.01888;8.225171;2.3736053;0.5557688;1.869734;2.1589892;0.12097749;9.01888;3.4602177;1.1895986;0.5557688;0.43076423;0.12097749;1.1746154;0.000523876;4.13288e-05;1.0683585;0.9785729;0.20787454;-3.496656189976832;0.5926407910742171;7.419046306963883;2.4595876802445957;0.19858708027924352;0.8438038333086265;0.7492594642407869;0.47213326764020574;0.7804878048780488;0.5853658536585366;0.2682926829268293;0.6516319185329983;-0.6516319185329983;-0.4343130016090399;0.4343130016090399;0.8571428571428572;0.9707906382291385;0.7367996253140221;6.06654811634869
3980;417.46796;3.398458;3.2396274;0.96315795;3.7970235;7.5357804;1.5230135;3.535056;0.28581873;6.918032;9.233527;1.7787685;0.5156593;1.6117202;3.535056;0.19547503;3.440907;4.0842905;0.94542676;0.5156593;0.3551126;0.19547503;1.0068791;0.000876389;0.00029442;0.93824226;1.0745317;0.057322502;-2.0971013298031007;1.716990060408932;6.331467435812074;2.4281262982482303;0.19354408024925682;0.8103041082746038;0.7299181152801528;0.4568385889878145;0.8048780487804879;0.6585365853658537;0.24390243902439024;0.5311855561086462;-0.5311855561086462;-0.35858354658841407;0.35858354658841407;0.8571428571428572;0.975944036208254;0.721250697718218;5.173326457199299
3981;488.20374;2.069712;6.467257;4.1564207;3.395235;7.4915905;1.4946103;3.9510906;0.13584115;5.522042;3.8059824;2.6993299;1.9538642;1.4528046;3.9510906;0.13584115;4.4521084;3.5504029;1.1533275;0.9723236;0.84239864;0.13584115;1.1607105;0.000650783;0.000384852;1.0533022;1.0116976;0.4283707;;;;;;;;;;;;;;;;;;;
3982;516.2494;4.2290335;5.118858;8.799288;3.9283943;8.944336;2.3593879;5.2700686;0.3410313;8.910614;2.149562;3.363509;2.2307024;1.7800366;5.2700686;0.3410313;8.910614;2.149562;0.82604706;0.7030167;0.8020849;0.3410313;1.1492887;0.000924897;0.000266497;0.9438175;1.0029742;2.4976583;-3.927669883927871;-0.3399714439818524;6.231404128135964;2.3860736819749775;0.6124870976803505;0.974494643216071;0.7123192301898459;0.4960307003673074;0.8292682926829268;0.6341463414634146;0.2682926829268293;0.7604364572065161;-0.7604364572065161;-0.5424285754322246;0.5424285754322246;0.6190476190476191;0.9395360603698252;0.669754301767934;5.1288443315926795
3983;446.84512;3.8063815;9.401823;8.642131;2.4910984;1.019495;1.278251;7.1696863;0.32553616;6.749777;7.9315195;1.8886888;1.019495;1.8406315;2.0854206;0.32553616;3.6791751;7.9315195;1.1919276;0.6342106;0.21161091;0.32553616;1.0120853;0.000470777;4.23049e-05;1.0908796;1.0717695;1.9242069;-2.9887941257319324;0.5912009078730023;6.796477097660699;2.0502550876776695;0.29075534763860106;0.8812844771069311;0.707614577739962;0.43980640883757366;0.8292682926829268;0.5853658536585366;0.34146341463414637;0.5242154808792248;-0.5242154808792248;-0.3494424604393564;0.3494424604393564;0.8571428571428572;0.9779933379361853;0.7033204028329667;5.546064408845539
3984;474.41568;4.9086733;8.016964;7.3605943;2.269942;6.629501;2.3361537;1.5331302;0.4781297;4.4645195;8.446292;2.269942;1.7142825;0.7845227;1.5331302;0.16296516;4.4645195;6.4007063;1.001757;1.0243018;0.37133828;0.16296516;1.1593789;0.000879864;5.97137e-05;1.0698668;1.0451382;0.02970429;-2.684993039384047;0.854630966898128;6.60650854109675;2.280468600032009;0.38012686094229436;0.9377136788972776;0.700818968645685;0.4520052269572979;0.8048780487804879;0.6585365853658537;0.24390243902439024;0.5721339858053605;-0.5721339858053605;-0.3911024971261838;0.3911024971261838;0.9047619047619048;0.9755756351771728;0.7053269206385946;5.400861217086464
3985;414.36697;2.509008;3.9484434;3.712541;2.298251;3.4639041;2.1568816;7.1647043;0.4645781;3.7912633;4.666331;2.298251;2.2466466;1.6029961;5.1732707;0.36382356;2.8940535;4.666331;1.112075;1.0289124;0.5290683;0.36382356;1.1184444;0.00085457;1.53961e-05;1.0837231;0.90804815;1.0140259;;;;;;;;;;;;;;;;;;;
3986;444.0262;1.235072;8.302311;8.161003;3.7048216;9.769031;1.3451536;6.581489;0.21798299;4.8824654;6.154408;1.837636;1.5180541;1.2010239;6.4039245;0.19664723;4.8824654;2.3299844;0.9569802;0.7043499;0.9970547;0.12859233;1.0730454;0.001366255;0.000377693;0.93256253;1.0162661;1.9409325;;;;;;;;;;;;;;;;;;;
3987;493.3506;4.9935455;2.9546752;3.007148;2.1056767;1.1258695;2.05097;3.527457;0.46969685;8.031188;5.2790623;2.1056767;1.1258695;1.2540226;3.527457;0.22398786;5.2307544;4.7575264;1.1875335;1.0102684;0.38255188;0.22398786;1.1947639;0.000701793;0.000261422;0.9368542;1.0813557;0.7021343;-3.267621465380602;0.45314236146273856;6.840678895237957;2.1860932699980538;0.4100557549764772;0.9398851713455583;0.7050008819344707;0.45161158438418153;0.8292682926829268;0.6829268292682927;0.2926829268292683;0.5558554728198705;-0.5558554728198705;-0.37840231529116486;0.37840231529116486;0.9047619047619048;0.97462330754214;0.7086888509295792;5.58656232328069
3988;598.08844;4.3530545;6.5016994;2.9393015;3.6198368;5.335733;0.7295636;4.6375365;0.121821396;3.7094142;7.2305965;3.4641016;0.64294165;0.5347305;1.4551588;0.121821396;3.7094142;4.1093497;0.85263264;0.64294165;0.77586645;0.121821396;1.1194493;0.001188756;0.000429506;1.0270959;0.91344255;1.9091121;;;;;;;;;;;;;;;;;;;
3989;599.253;1.8859588;7.7394123;5.7751756;2.9282107;7.368355;1.5022584;2.71188;0.39316267;7.357917;9.071073;2.1080465;0.9634489;0.6879387;2.71188;0.18626837;6.41626;8.378214;1.1189566;0.7411821;0.39069393;0.18626837;1.1335026;0.000774847;0.000120946;0.99274296;1.0254428;1.102691;-3.536268565268268;0.07507041139126613;6.722758483662134;1.8507021016517342;0.41956081556690167;0.9019454070402906;0.7408956376632155;0.4622995729059908;0.8292682926829268;0.6829268292682927;0.2926829268292683;0.6061500272121091;-0.6061500272121091;-0.4103309289418885;0.4103309289418885;0.9047619047619048;0.9737254155347077;0.7375454192605309;5.49965290289891
3990;595.9243;3.9025114;7.2987423;6.099203;3.3824632;7.736499;0.6250781;4.221602;0.33217463;5.4028473;7.6006517;3.3824632;1.7049068;0.66213834;2.966097;0.14482418;5.4028473;5.8842916;1.0542094;1.441512;0.4867804;0.14482418;1.1673853;0.000993988;0.00028625;1.0264013;0.9875302;2.669439;-4.005446502839458;-0.0603860368129574;6.558799708426378;1.7351140862663783;0.5257804637370596;0.9293363496359933;0.757449044431326;0.45944992726779277;0.8536585365853658;0.7073170731707317;0.36585365853658536;0.661434461809135;-0.661434461809135;-0.45789399964949634;0.45789399964949634;0.8095238095238096;0.9706733650859837;0.7359137509387224;5.376514975293227
3991;484.61728;1.0027606;6.8758063;4.0970864;3.4911032;6.6609783;0.8928192;6.305757;0.24200986;3.2893517;6.3265996;2.5001068;0.6915788;0.57362616;3.4325206;0.24200986;3.2893517;6.3265996;1.0101255;0.6915788;0.8827141;0.24200986;1.182983;0.000963674;9.63278e-05;0.91563857;0.96846765;1.9439499;-3.841810734037376;0.055445389403303125;6.757408428879064;1.8991141452697207;0.5132016610526376;0.925600133435577;0.7079630705140274;0.449386036991898;0.8292682926829268;0.6097560975609756;0.3170731707317073;0.7791253893628384;-0.7791253893628384;-0.5570781114158095;0.5570781114158095;0.6190476190476191;0.9446627306527227;0.6662522910481583;5.55464213135185
3992;416.13608;3.2312362;8.452717;6.3943543;2.8487957;5.1963086;1.2149558;1.0484853;0.428615;7.1439047;7.9541273;2.8487957;0.5543331;0.5486372;1.0484853;0.27676746;6.5044847;2.6895258;0.93981355;0.5543331;0.22724137;0.27676746;1.1357183;0.000856307;0.000209178;0.9598863;1.0298826;2.6763139;;;;;;;;;;;;;;;;;;;
3993;464.7147;2.451353;5.961497;7.352921;2.2921677;9.175814;0.68394303;6.794801;0.2413661;9.816844;7.717771;2.2921677;0.5320093;1.7995386;0.2968049;0.11214516;6.321799;7.717771;1.0771157;0.5320093;0.55195194;0.11214516;1.1422571;0.001109929;0.000216866;0.9235765;1.0720593;0.7957576;-3.1956059524237332;0.348101807666211;6.495036568356282;1.9138588642673824;0.30469530531137556;0.8062728473781715;0.7571005516572603;0.4750526245532699;0.8292682926829268;0.6829268292682927;0.34146341463414637;0.5755781469686257;-0.5755781469686257;-0.3914783472600002;0.3914783472600002;0.8095238095238096;0.9697366442637201;0.7356335900811402;5.31178675447758
3994;447.54288;2.5253322;9.347966;2.5399826;3.2339597;6.148523;2.2829726;4.453083;0.31215134;2.2525513;2.5160027;2.2199163;2.2350962;2.039978;4.453083;0.104134284;2.2525513;2.0010738;0.96937305;0.80421335;0.48567694;0.104134284;1.0524428;0.000704491;0.000201449;0.90987456;0.94193405;1.4228262;-3.0005549320515845;0.4141956898701551;6.781478873302947;1.9665464046899501;0.3653911926052199;0.8873102771463316;0.7347970141170695;0.4360687584027338;0.7804878048780488;0.6341463414634146;0.2682926829268293;0.6908979400561558;-0.6908979400561558;-0.4746111761106644;0.4746111761106644;0.8095238095238096;0.9708729507760918;0.7177032951958888;5.560153280899414
3995;402.82532;1.9780792;2.217769;3.5263984;3.913049;5.64298;2.2512386;4.9888635;0.37412718;7.0872827;8.255863;2.958791;1.4862361;1.3069824;4.9888635;0.37412718;7.0872827;2.5537784;0.9495711;1.3526927;0.3065872;0.120976664;1.1762656;0.001306889;0.000364953;0.94923604;0.98463994;0.5924413;;;;;;;;;;;;;;;;;;;
3996;419.04672;2.099381;4.136948;7.268527;2.051094;8.699757;0.508609;4.0946712;0.20710737;3.2282007;9.207196;2.051094;2.430182;1.4888982;4.0946712;0.1738972;3.2282007;9.207196;0.86451465;0.5457751;0.6247056;0.1738972;1.0164635;0.000820244;9.82398e-05;1.0134915;0.99974066;2.3876228;-2.8479279303623297;0.28456425287527054;6.016241870078662;1.558395654820913;0.36380521485126954;0.8178236746750175;0.7417570458710723;0.45898753047902746;0.8536585365853658;0.6341463414634146;0.3902439024390244;0.673501252298515;-0.673501252298515;-0.46925028922600487;0.46925028922600487;0.6190476190476191;0.9623781105569358;0.6934199967273513;4.9422338566983
3997;490.6384;2.8186746;8.025228;9.337986;2.4539244;4.933103;0.69958377;2.5831168;0.14657843;2.2408855;2.6668587;2.4539244;0.905027;2.3655617;2.5831168;0.14657843;2.2408855;2.6668587;1.0235717;0.62305677;0.13841815;0.14657843;1.1974832;0.001267018;0.000102821;0.92907524;0.97852916;2.9524567;-2.912677824410443;0.3189739911688889;6.543884450511364;1.5667202565386447;0.27815483268641966;0.8072354111105253;0.7769646397789929;0.43377531167402955;0.8536585365853658;0.6341463414634146;0.4146341463414634;0.55900213468703;-0.55900213468703;-0.3689780342714896;0.3689780342714896;0.8333333333333335;0.9796486044173248;0.7553375862275564;5.348456461734552
3998;467.9325;1.9925802;3.703307;8.948423;3.7488132;6.431748;2.3796935;3.4557538;0.37796068;3.5627568;7.0189185;1.9673659;1.3889021;1.4847405;3.4557538;0.37796068;3.5627568;3.5611663;0.93201184;0.5028309;0.79246676;0.3766764;1.196833;0.000816188;0.000192207;1.0010071;1.0917634;0.32137665;;;;;;;;;;;;;;;;;;;
3999;436.07074;2.8657598;4.9308367;2.0797892;2.139542;3.8940413;0.50594753;4.264907;0.17428415;3.151184;2.069968;2.139542;0.51785666;2.3402436;4.264907;0.17428415;2.8145316;2.069968;0.8934969;0.51785666;0.36031634;0.17428415;1.0271058;0.000480368;0.00042843;0.9524082;0.94549173;2.0567148;-2.5811772748478012;0.7119720187682219;6.448351267177009;2.0063015896523666;0.22777796450777166;0.8016062763756802;0.7436835798557393;0.44560708174425595;0.8292682926829268;0.6097560975609756;0.34146341463414637;0.6628335347370414;-0.6628335347370414;-0.4470353284692734;0.4470353284692734;0.8571428571428572;0.9741320538628906;0.7323170515927093;5.287942553571641
4000;543.22;3.3093908;7.933204;6.084501;2.0202658;2.8307736;2.4129276;3.7758708;0.18489297;4.181949;6.040656;1.7044575;1.1766754;2.3864973;3.6116164;0.18489297;4.181949;4.3139114;0.99523026;1.1766754;0.85116136;0.18489297;1.1424338;0.000834453;0.000293572;1.0656638;0.940484;1.4022585;;;;;;;;;;;;;;;;;;;
4001;471.42313;3.8444457;5.800986;8.181598;3.7556071;5.0890746;1.6456312;4.8008475;0.17999768;6.9722023;6.7982903;2.9758894;2.111362;0.90015703;4.8008475;0.17999768;6.9722023;2.3918746;1.0996584;1.4672437;0.28068674;0.17999768;1.1256732;0.000941209;0.000212733;1.0655462;1.0803111;0.8710293;;;;;;;;;;;;;;;;;;;
4002;570.3736;3.7085826;2.60732;3.0596716;3.536232;3.9578705;1.6088486;1.2045498;0.3989542;9.121429;3.9513197;3.3714032;1.9486384;2.363483;1.2045498;0.3937702;8.391452;3.9513197;1.038518;1.3618736;0.7714179;0.11795226;1.1364799;0.000694532;0.000207306;1.0941631;1.0598227;0.5526066;;;;;;;;;;;;;;;;;;;
4003;448.19543;1.9679571;2.4910307;6.753035;2.5077596;1.2433723;0.5701697;5.637898;0.225839;2.6043978;3.0462375;2.093538;1.2433723;0.97074777;3.3198164;0.225839;2.6043978;3.0462375;1.0665368;0.6531251;0.61322755;0.14480545;1.1235822;0.001039725;0.000415107;0.913394;0.9843593;1.9347023;;;;;;;;;;;;;;;;;;;
4004;507.6787;1.1567583;3.641214;4.7915053;3.932919;5.3289356;1.2255415;4.558211;0.39623564;3.9159858;4.187328;2.3476017;2.370486;1.2556999;4.558211;0.2817626;3.9159858;3.2527132;1.1606251;0.7640169;0.6294556;0.16133234;1.0394694;0.001202502;0.000423685;0.9358622;1.0406268;0.5646087;;;;;;;;;;;;;;;;;;;
4005;436.82785;4.3307276;3.6574144;6.9308553;3.424847;6.871747;2.1732237;6.931509;0.3269882;2.1726184;8.661209;2.071479;1.6841093;2.221205;4.0830774;0.19394262;2.1726184;5.077592;0.9928971;1.1570961;0.33481756;0.107989274;1.0899898;0.000690573;0.000395758;1.084246;1.042088;2.4680064;-2.838122797661724;0.35366520164430426;6.309465860197231;1.845303635610719;0.3542028096012602;0.850480184187698;0.7469837543563647;0.43792412939200376;0.8292682926829268;0.6341463414634146;0.34146341463414637;0.5551519621900535;-0.5551519621900535;-0.3794428393333521;0.3794428393333521;0.8571428571428572;0.9770338145222052;0.7349701330539964;5.159398352266802
4006;499.06012;4.489251;2.1437383;1.1921672;2.2382028;1.3732332;1.1469911;4.211123;0.30284244;5.9735003;6.101397;2.2382028;1.3732332;1.2549708;4.211123;0.30284244;5.9735003;6.101397;0.8344203;1.3732332;0.88376695;0.27150953;1.0599263;0.000554621;0.000155547;1.0745827;1.0892531;1.5046383;;;;;;;;;;;;;;;;;;;
4007;430.49332;4.915558;8.495412;3.747872;2.9210455;6.0625954;2.310833;1.2396203;0.46164432;4.897606;4.4012027;2.2393005;0.98581076;1.3342909;0.9136867;0.29266697;4.344182;4.4012027;0.87073326;0.98581076;0.7048999;0.29266697;1.1856353;0.000910745;0.00039035;1.0135939;1.0747632;2.7711892;;;;;;;;;;;;;;;;;;;
