model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhk;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;E_multi
4238;507.4;76.35033;7.0149465;6.651515;52.6462;5.702806;1.526404;0.8548301;0.91524595;0.5840386;1.1093346;52.6462;1.4948722;1.4849983;0.8548301;0.91524595;0.5840386;0.87088037;42.451626;1.4948722;1.5540364;0.5042775;2.8748667;0.00999709;0.99860126;0.0;0;;;;;;;;;;;;;;;;
4239;531.06134;70.09733;3.215353;2.2494571;58.16883;1.6014692;1.5000577;1.6623274;0.686881;1.8176068;0.9779042;52.509274;1.3787403;1.9699429;1.2002158;0.686881;1.8176068;0.5290632;47.729935;0.9651711;1.4511504;0.5321052;2.2764876;0.009100573;1.0320331;0.0;0;;;;;;;;;;;;;;;;
4240;556.60254;70.566154;8.610099;9.365668;52.84664;2.430485;1.5420152;0.814206;0.7683602;0.527399;1.4579138;50.98727;1.3706276;1.7356274;0.71687853;0.7683602;0.527399;0.6380412;48.654037;1.3706276;1.2397801;0.7683602;2.0171344;0.009039576;1.0101469;0.0;0;;;;;;;;;;;;;;;;
4241;565.6246;70.66934;1.4010867;6.3871465;57.037506;7.9012256;1.5182521;1.3809855;1.9234664;0.5958235;0.6637074;51.626244;0.51950127;0.5751653;0.8667132;1.7938519;0.5958235;0.6637074;40.24976;0.51950127;0.5466217;1.3247929;2.1495402;0.00948988;0.97912616;0.0;0;;;;;;;;;;;;;;;;
4242;495.2569;78.19642;3.3779216;5.1612625;58.7496;0.96588975;1.3105826;1.2838218;1.446043;0.7150615;1.2694006;58.130222;0.96588975;1.2225205;1.0068817;0.91282564;0.7150615;0.6865338;36.977154;0.96588975;1.2825698;0.91282564;1.7894379;0.009087051;1.0279735;0.0;0;;;;;;;;;;;;;;;;
4243;501.75864;72.36852;1.8841813;8.28486;55.521652;2.997847;1.2728448;1.7052423;1.120128;1.620303;1.9855366;55.521652;1.2230896;1.2332861;0.7600144;0.9796696;1.5772046;1.9855366;45.58123;1.2230896;1.4788209;0.8092191;2.888294;0.009472059;1.023954;0.0;0;;;;;;;;;;;;;;;;
4244;543.6012;73.28838;4.9680514;8.154257;51.56509;9.824535;1.2144401;1.4121137;1.9167771;0.60295546;1.8744085;51.56509;0.6012755;1.9598284;1.4121137;0.90985096;0.60295546;0.5472959;31.961277;0.6012755;1.9185091;0.8267134;1.9436692;0.009177685;0.96942794;0.0;0;;;;;;;;;;;;;;;;
4245;452.66846;76.099525;6.6960373;1.7856396;50.2488;6.86632;1.643924;1.2726827;1.2994387;1.2436904;0.9254091;50.2488;0.7437843;1.8676502;1.2726827;1.2994387;1.1654488;0.7390162;46.75465;0.7437843;1.466871;1.2994387;4.671765;0.009806907;0.9828137;0.0;0;;;;;;;;;;;;;;;;
4246;570.89795;75.83955;5.7320576;3.6942775;56.73239;3.1343052;1.2011259;1.8581852;1.1041157;0.70719635;1.1011225;56.73239;0.58348656;1.8619946;1.836749;0.6161447;0.70719635;1.1011225;44.585094;0.58348656;1.9289106;0.6161447;1.5153286;0.0094905775;1.0305308;0.0;0;;;;;;;;;;;;;;;;
4247;404.15738;74.10529;8.282486;5.0730534;52.24635;2.6655107;0.706256;1.8219824;0.6889665;1.3339841;1.8305278;52.24635;0.9762079;1.1656355;0.7355092;0.6889665;1.3339841;1.8305278;33.25726;0.50039196;1.8205392;0.6889665;3.8330126;0.009130377;0.98804486;0.0;0;;;;;;;;;;;;;;;;
4248;439.15433;70.043;6.064142;3.9989135;50.39067;4.690339;1.2330471;1.8234826;0.62683564;1.2292991;1.4421562;50.39067;0.86689717;0.78465015;1.8234826;0.62683564;1.2292991;1.4421562;32.357403;0.86689717;1.6561345;0.62683564;4.7367773;0.009905098;0.9857062;0.0;0;;;;;;;;;;;;;;;;
4249;560.04;74.496025;3.0172691;3.7874365;53.432823;6.774666;1.4550463;0.85528713;1.5046769;0.9660652;0.89083916;52.00484;1.9485697;1.3285048;0.53643847;1.3967582;0.9606289;0.89083916;39.35872;1.6768434;1.8780464;0.8044163;3.3872938;0.009302101;1.033042;0.0;0;;;;;;;;;;;;;;;;
4250;468.05164;77.388824;5.781439;4.104932;55.821228;2.4564965;1.3474264;1.5776993;0.5828778;1.3577867;0.93012685;55.821228;1.6845692;0.5883206;0.61030185;0.5828778;1.1246738;0.93012685;42.391693;1.6571035;1.0156492;0.5828778;2.0737371;0.009687409;1.0013589;0.0;0;;;;;;;;;;;;;;;;
4251;429.96655;72.352394;7.5929546;2.192649;55.515327;7.7063017;1.426526;1.460241;0.62306386;0.9597416;0.5076907;50.08637;0.9240293;1.1552421;1.460241;0.62306386;0.72934586;0.5076907;37.39576;0.9240293;0.78242743;0.62306386;3.1546297;0.00950137;1.00491;0.0;0;;;;;;;;;;;;;;;;
4252;437.35095;77.08358;5.476876;1.9866978;51.674107;1.2815773;1.0728221;1.7735469;1.9422436;1.7607293;1.7949258;51.674107;1.2815773;1.2589394;1.6461897;0.61558104;1.7607293;1.3061363;37.7444;0.69778824;1.1924478;0.61558104;2.675878;0.009461005;0.9863823;0.0;0;;;;;;;;;;;;;;;;
4253;506.15128;70.15153;4.9219227;3.2688282;56.03986;2.6653655;0.7622499;1.4478294;1.3896886;1.8901068;0.66389984;56.03986;1.5261481;1.0668709;1.4478294;1.2613182;1.8039385;0.66389984;42.26432;1.5261481;1.4019778;1.2264127;2.8122878;0.009139371;1.016982;0.0;0;;;;;;;;;;;;;;;;
4254;569.2363;79.08008;5.714786;1.5377437;54.107735;6.271507;1.5811507;0.7879546;1.8413891;1.2780693;0.982263;54.107735;1.1537087;1.2291865;0.62030935;1.5883641;1.2780693;0.982263;48.920998;1.06571;0.6709006;1.2187567;4.286984;0.009526388;0.99930006;0.0;0;;;;;;;;;;;;;;;;
4255;414.13016;79.50039;5.8873296;5.543002;54.77629;7.3262987;0.5563955;0.93080366;0.754159;0.68507165;1.0346481;54.77629;1.8495874;1.6375426;0.93080366;0.754159;0.68507165;1.0346481;33.01216;0.8308761;1.036521;0.754159;4.1897798;0.009107274;1.0389339;0.0;0;;;;;;;;;;;;;;;;
4256;406.0962;70.02461;3.72607;2.29354;58.74426;7.0171475;0.8820638;1.2271588;1.925222;0.9835951;1.7612425;52.830486;0.551765;1.3548828;1.2271588;1.3616627;0.9835951;1.4218544;30.147345;0.551765;0.7896636;1.3616627;4.4025326;0.0092747165;1.0329545;0.0;0;;;;;;;;;;;;;;;;
4257;493.03363;74.578186;8.67346;1.5148612;50.785297;3.282503;1.8984995;1.3303275;1.5604342;1.7315612;0.5271057;50.785297;1.3679172;1.4814286;1.3303275;0.8940673;1.7315612;0.5271057;43.264603;1.3126909;0.523558;0.8940673;4.795604;0.00974752;0.9528466;0.0;0;;;;;;;;;;;;;;;;
4258;591.2375;74.13822;2.7899153;8.518026;55.27871;4.4080286;1.0523038;1.1404032;0.97333354;0.81209975;0.69777834;54.297874;1.516391;0.79391116;1.1404032;0.97333354;0.81209975;0.69777834;44.704014;1.3845321;1.3105106;0.97333354;3.6313598;0.009196651;1.0088601;0.0;0;;;;;;;;;;;;;;;;
4259;455.80197;78.41883;1.1987723;6.2463365;51.73624;1.2424378;1.0010537;1.7926958;1.8584049;0.69118816;1.8620467;50.288845;1.2424378;1.1618078;0.5955649;1.8584049;0.69118816;1.249611;44.5939;1.040662;0.72545356;1.3033452;4.2830315;0.009600762;1.0377735;0.0;0;;;;;;;;;;;;;;;;
4260;591.8341;75.40722;7.647579;9.075076;51.827732;0.9042829;0.6871131;1.7783408;0.6569545;1.9440955;0.8283236;51.827732;0.9042829;1.4285126;1.3332994;0.6569545;1.8007611;0.8283236;49.116364;0.5662275;1.8173921;0.6569545;4.415494;0.009694509;0.97194576;0.0;0;;;;;;;;;;;;;;;;
4261;577.53625;76.113655;8.565055;9.848874;56.104633;4.689999;0.87614864;1.6237416;1.8421671;1.3264751;0.77698535;50.899635;1.2955388;1.40369;0.69366586;1.024691;0.75270295;0.77698535;45.569275;1.2955388;1.4311959;1.024691;3.4955692;0.009760299;0.9994293;0.0;0;;;;;;;;;;;;;;;;
4262;456.627;72.02506;6.7489;6.3011355;56.69709;5.8445215;1.0093396;1.1680671;1.491531;1.1930997;1.337253;51.68619;1.2438049;1.489989;1.1680671;0.6666919;1.1930997;1.1515564;43.694252;0.96738017;0.76161873;0.6666919;3.9235957;0.009283376;1.0465628;0.0;0;;;;;;;;;;;;;;;;
4263;563.3896;70.770645;5.167401;8.1433935;56.062252;8.372238;0.91943115;1.6434699;1.2628821;1.8850245;0.84984714;53.92261;1.1506275;1.1296827;0.7059277;1.2628821;0.7593856;0.84984714;46.47511;1.1506275;1.7913171;1.2628821;2.3346598;0.00955176;1.032438;0.0;0;;;;;;;;;;;;;;;;
4264;537.17346;76.92331;9.774369;2.351832;59.234936;9.660261;0.87353975;1.7882202;1.8206831;1.3046998;1.4992493;58.089756;1.4088775;0.94068605;1.058129;0.59531575;1.3046998;1.4311489;47.748672;0.6042799;0.7078689;0.59531575;2.1425;0.009056529;0.9636004;0.0;0;;;;;;;;;;;;;;;;
4265;502.36447;76.20676;4.273918;7.255155;57.946617;6.352227;1.8951685;1.4089545;0.52044535;1.2423664;1.8476535;57.946617;0.82255733;1.2077608;1.4089545;0.52044535;1.2423664;0.92207575;49.271572;0.82255733;1.873983;0.52044535;3.6446404;0.00957173;0.9587262;0.0;0;;;;;;;;;;;;;;;;
4266;484.58322;78.32329;4.5936704;5.9009433;51.986103;8.330633;1.3407855;1.408698;1.3345107;0.9503413;1.8688884;51.986103;1.3613712;0.7974042;0.94992936;1.3345107;0.69184005;1.1372885;49.28005;0.74237096;0.80035937;1.3307942;2.0211432;0.009099613;1.0234269;0.0;0;;;;;;;;;;;;;;;;
4267;563.1005;78.44683;6.279126;7.0551753;56.35864;2.0873394;0.5741594;0.85205126;1.2619052;1.5135148;1.749095;56.35864;1.1478883;1.8651023;0.8349494;0.71217084;0.66388446;1.0265707;43.416084;0.96788234;0.6958469;0.71217084;3.7371438;0.009030978;1.0094075;0.0;0;;;;;;;;;;;;;;;;
4268;558.6159;76.310356;4.8168845;1.8529902;56.2034;8.331647;1.8966639;1.0326325;0.7327652;1.5710582;1.8939613;53.042492;1.5603402;1.026782;1.0326325;0.7327652;0.78627616;1.8939613;41.039513;0.7269401;1.0913799;0.55751824;4.586147;0.009596609;1.0123221;0.0;0;;;;;;;;;;;;;;;;
4269;551.38727;75.38361;5.953215;9.415917;56.46525;3.205871;1.7136068;1.5277712;0.88929945;0.7030613;1.8805386;50.233887;1.5451902;1.678984;1.1005551;0.88929945;0.7030613;1.851183;33.53007;1.5451902;1.853952;0.79173845;3.8070288;0.009779019;0.980294;0.0;0;;;;;;;;;;;;;;;;
4270;599.6512;79.14008;9.69573;4.699135;54.290802;4.6287766;0.65056795;1.8530893;0.77618694;1.6711221;0.80562645;53.713036;1.8289812;0.78704613;1.8530893;0.77618694;0.5760104;0.80562645;35.965103;0.5647205;0.7261096;0.77618694;2.6391098;0.009933577;0.97968614;0.0;0;;;;;;;;;;;;;;;;
4271;495.70248;78.01264;3.061238;7.9597735;59.476208;1.0940542;0.85288376;1.531127;0.86960536;1.163308;1.4144887;59.476208;0.8804889;1.3195969;1.4507874;0.86960536;1.163308;1.3040483;34.05276;0.8804889;1.8894458;0.50700897;4.6068516;0.009149248;0.9589383;0.0;0;;;;;;;;;;;;;;;;
4272;561.3846;78.82425;2.2519226;9.914569;54.637306;5.159197;0.7885359;1.0131074;1.555754;1.1287117;1.0633974;52.874813;0.9605455;0.6767196;1.0131074;1.555754;0.80102307;1.0633974;42.25016;0.66096336;0.60890776;1.555754;2.3283453;0.009046455;0.9710012;0.0;0;;;;;;;;;;;;;;;;
4273;572.49567;79.95841;4.7543163;8.847139;57.89354;6.8267946;1.5356667;1.6798152;1.9475802;1.8569623;1.0875704;57.89354;1.4455798;1.1017829;0.86931217;0.9211662;1.2455517;0.85812336;46.863556;0.6032376;1.8478079;0.9211662;2.1314826;0.009514958;1.0003625;0.0;0;;;;;;;;;;;;;;;;
4274;442.32053;74.03506;5.486387;3.7365198;54.813084;3.1937191;1.4021105;1.2213291;1.4748216;0.7346981;0.97033536;54.813084;0.7309194;0.90223217;0.8137904;1.4748216;0.7346981;0.97033536;37.97673;0.7309194;1.0179114;1.4748216;4.304752;0.0091973925;1.0129802;0.0;0;;;;;;;;;;;;;;;;
4275;408.4133;77.16935;7.390089;4.5579834;57.874264;8.258924;1.6491859;1.0399635;1.3280123;1.234878;1.425267;50.37581;1.5115519;1.0795088;0.5304833;0.65916127;1.234878;1.425267;31.632786;0.5002263;1.4571028;0.65916127;2.9735594;0.009142386;0.9642421;0.0;0;;;;;;;;;;;;;;;;
4276;480.94968;76.88068;9.592076;6.8027525;53.95641;9.328371;1.2613581;1.0279155;1.2386808;1.1762908;1.0281897;53.95641;1.2848501;1.5193365;1.0279155;1.2386808;1.1762908;1.0281897;31.92506;1.2848501;1.681642;1.109076;1.5130012;0.009326549;0.9882285;0.0;0;;;;;;;;;;;;;;;;
4277;571.34735;71.741425;7.1669;5.796011;50.008152;6.0931807;0.9533573;1.6996226;0.70991164;1.4023721;0.94520193;50.008152;0.6306408;0.81176627;0.54257566;0.70991164;0.6667816;0.7849117;48.43984;0.6306408;1.0467383;0.70991164;1.8137872;0.009797958;1.0191741;0.0;0;;;;;;;;;;;;;;;;
4278;457.82065;76.365486;9.883294;4.633734;54.998592;3.1209273;0.8638845;1.7835884;1.6254297;0.83340925;1.0945917;50.793587;1.4470073;1.9705085;1.5935162;1.3690333;0.7806083;1.0945917;31.808908;1.4470073;1.1428305;1.3690333;1.8170887;0.009433242;1.004123;0.0;0;;;;;;;;;;;;;;;;
4279;540.002;74.28089;3.1416821;6.8456645;55.479977;7.3179836;1.4956369;0.99034995;1.8676952;0.8703614;1.6851597;55.479977;1.2690862;1.1269594;0.99034995;1.0220549;0.8703614;1.6785578;34.22458;0.5202611;1.1460072;1.0220549;4.720034;0.009940901;0.95474005;0.0;0;;;;;;;;;;;;;;;;
4280;401.46964;74.506355;2.8008997;9.176708;51.156136;3.580916;1.0607641;0.8080403;1.0598251;0.57678217;1.5514333;51.156136;0.908305;0.78853095;0.7102867;1.0598251;0.55611134;1.3923498;38.360138;0.908305;1.9807118;1.0598251;4.3271546;0.009392416;1.0015488;0.0;0;;;;;;;;;;;;;;;;
4281;471.07288;71.80138;3.6894662;3.7164128;56.651844;2.3814065;1.1010103;1.3047786;0.6744535;1.714636;0.8580494;56.651844;1.0598799;0.5125257;0.8981354;0.6744535;1.1093571;0.8580494;37.407887;0.92940825;0.8168115;0.6744535;3.1774127;0.009434;0.9797076;0.0;0;;;;;;;;;;;;;;;;
4282;523.10333;77.447395;8.062828;2.067879;58.53735;3.4952388;0.8155454;1.7654785;1.5474333;0.64188236;1.8182033;57.74132;1.1148882;1.2549243;0.7697077;1.5474333;0.64188236;1.4708666;49.481365;1.1148882;1.5680165;1.5474333;3.6552563;0.009357454;1.0089422;0.0;0;;;;;;;;;;;;;;;;
4283;425.95145;76.97941;2.597284;7.049321;58.683407;4.8949933;1.6798524;0.65923446;1.6189361;1.419445;0.59945124;56.573154;1.9228418;1.2558514;0.65923446;1.6189361;1.419445;0.59945124;44.492542;0.67580885;1.1411967;0.65363747;3.8496394;0.009745628;0.96563095;0.0;0;;;;;;;;;;;;;;;;
4284;579.3214;75.3229;2.6853294;6.2653146;53.76896;2.953751;1.4133875;1.2314734;0.7127804;0.5449721;0.98762345;53.76896;1.8801255;0.89354956;1.2314734;0.7127804;0.5449721;0.6456146;34.2289;1.2822132;0.8619254;0.7127804;4.6770177;0.009043105;0.9833841;0.0;0;;;;;;;;;;;;;;;;
4285;431.2548;71.56719;4.6467953;9.140851;54.100094;3.9691079;0.8319285;0.5006827;0.8620445;1.3867041;0.62700963;54.100094;0.6858784;1.1832224;0.5006827;0.8620445;1.3867041;0.62700963;30.82844;0.6858784;1.3351436;0.8620445;2.6952996;0.009425753;1.0453938;0.0;0;;;;;;;;;;;;;;;;
4286;581.9587;75.56865;3.789653;7.658199;58.583855;4.5001545;1.1253525;1.3884214;1.0100225;0.84319514;1.3570125;54.733047;1.209987;1.8344219;0.9201422;0.5098664;0.84319514;1.3570125;36.401733;0.7845198;1.3196411;0.5098664;4.508383;0.009760599;1.0021113;0.0;0;;;;;;;;;;;;;;;;
4287;443.27786;71.001335;6.7829504;4.513635;59.98329;7.760098;1.5583065;0.88826257;0.9852353;1.4981327;1.8434623;56.659695;0.8224117;0.7011116;0.8171234;0.9852353;1.4981327;0.54408705;46.839077;0.8224117;1.7564473;0.9852353;2.3525763;0.009153767;0.95805234;0.0;0;;;;;;;;;;;;;;;;
4288;598.8557;73.39372;9.00052;6.663297;50.52606;8.704568;1.5366665;1.0584913;0.9135465;1.6509392;0.6220966;50.52606;0.9086683;1.6154861;1.0584913;0.9135465;0.8713377;0.6220966;42.128567;0.9086683;1.6021196;0.9135465;2.088441;0.009193439;0.9568608;0.0;0;;;;;;;;;;;;;;;;
4289;520.94977;73.72358;2.161811;8.74754;50.617805;8.406598;1.1753348;0.9817047;1.3794235;1.9684427;1.3978175;50.2014;1.4114009;1.9434174;0.9817047;1.3794235;0.8460992;1.007383;47.67191;0.8323679;1.5997467;1.3794235;2.8493872;0.009516281;0.9881949;0.0;0;;;;;;;;;;;;;;;;
4290;416.869;78.83425;5.8754697;4.0620055;50.54259;2.6583104;1.482296;1.2375499;1.7768452;1.6179484;1.6655133;50.54259;0.53716284;1.8642837;0.8309944;1.7768452;1.5337591;1.2992446;49.090324;0.53716284;1.8905109;1.7768452;3.9143758;0.009042242;0.9723404;0.0;0;;;;;;;;;;;;;;;;
4291;413.05545;74.155624;1.7044466;1.0258216;54.624813;8.268766;1.433183;1.5207847;1.3800042;1.9197619;1.3710362;54.624813;1.7678598;1.8362175;1.5207847;0.7603968;1.0591063;1.3710362;39.243885;1.034096;1.4412249;0.7603968;3.9031725;0.0095494855;0.95792973;0.0;0;;;;;;;;;;;;;;;;
4292;414.98434;75.984695;2.91559;6.5996985;57.845505;6.728871;0.6282192;0.6496263;0.7408576;1.8965739;1.8016884;54.562283;1.2904327;1.168888;0.6016985;0.7408576;1.2634622;0.64952576;30.276161;1.2904327;1.9956759;0.7408576;2.378205;0.009392651;1.0054338;0.0;0;;;;;;;;;;;;;;;;
4293;517.9786;78.74779;3.712824;1.135921;50.93682;3.0639617;1.374919;1.4814163;0.711936;0.92179376;1.258119;50.93682;1.6696732;0.97085154;0.9531745;0.711936;0.91566736;1.258119;41.021362;1.5046133;0.8001876;0.711936;3.9412286;0.009156876;0.96531934;0.0;0;;;;;;;;;;;;;;;;
4294;561.91583;74.25759;6.169837;9.431067;56.889477;4.321646;0.57373774;0.9178761;1.9503828;1.0995474;1.0749757;56.752117;0.7343422;1.2650696;0.9178761;1.135628;0.7073352;1.0749757;46.002205;0.7343422;0.96802247;1.135628;2.7391975;0.00992736;1.0397754;0.0;0;;;;;;;;;;;;;;;;
4295;480.59256;78.837036;5.949399;2.4306095;51.71161;4.0440226;1.698474;1.6250945;0.5128657;1.1185412;0.6783496;51.71161;1.5788077;1.429617;1.6250945;0.5128657;1.1185412;0.6783496;46.808666;1.5609443;1.9783282;0.5128657;4.090611;0.009904156;0.9552689;0.0;0;;;;;;;;;;;;;;;;
4296;488.96716;71.36462;6.751903;4.3057985;50.329617;4.8598366;1.7405658;0.6599557;1.9018607;1.018768;1.3513793;50.329617;1.971855;0.9947695;0.6599557;0.59680134;1.018768;1.3513793;31.787016;1.6781783;1.5811132;0.59680134;4.3471527;0.009941181;1.0359827;0.0;0;;;;;;;;;;;;;;;;
4297;517.85754;73.64843;8.352048;9.511186;55.955856;8.588081;0.57853776;1.6948047;1.1978604;1.6091201;0.7912102;54.942772;1.3465023;1.1269615;1.6948047;0.604395;0.649564;0.7912102;38.296116;1.3465023;0.6787687;0.604395;2.203283;0.0091134235;1.0267203;0.0;0;;;;;;;;;;;;;;;;
4298;506.60812;70.94727;2.603792;1.6273685;55.9386;4.6456246;0.9964872;1.5364841;0.50856704;1.0751944;1.5095423;54.69329;1.6617631;1.817485;1.5364841;0.50856704;1.0751944;1.1830982;34.591934;1.3805197;1.4147074;0.50856704;4.594826;0.009392004;1.0125054;0.0;0;;;;;;;;;;;;;;;;
4299;537.61237;75.6093;7.6647806;0.9395171;52.832947;1.3974384;1.6735733;0.6471598;0.8667146;1.8816751;1.6090857;51.841404;1.3974384;0.86908376;0.6471598;0.8667146;0.9395086;1.2231178;34.94978;1.3974384;0.71149653;0.8667146;2.13012;0.0095167;0.99510306;0.0;0;;;;;;;;;;;;;;;;
4300;494.35715;79.57282;6.9698906;1.8430927;53.222366;7.609724;1.4949079;1.8311005;1.4241856;1.3378979;1.0863435;52.45138;1.339369;1.9306432;1.816691;1.4241856;1.1212919;1.0863435;32.671543;1.339369;1.3054018;0.7250387;3.827399;0.009519904;1.043044;0.0;0;;;;;;;;;;;;;;;;
4301;542.77216;76.56952;1.6253704;9.87295;53.53989;8.061929;1.0788821;0.61269295;0.81113464;0.9585722;1.2988815;53.53989;1.605116;0.7983228;0.61269295;0.81113464;0.9585722;0.70386994;32.673923;1.605116;0.8516058;0.81113464;4.032204;0.009107977;1.0000668;0.0;0;;;;;;;;;;;;;;;;
4302;599.46216;76.26076;4.0367274;9.742732;59.292313;6.107757;0.89210796;0.7053703;1.8850647;1.7663094;1.6173995;51.14374;1.2070942;0.80883753;0.7053703;0.9427176;1.0958518;0.61039233;33.781902;0.87938285;1.0334989;0.55949813;2.9588008;0.009623008;0.9886924;0.0;0;;;;;;;;;;;;;;;;
4303;470.05957;72.781586;1.1520641;4.399852;58.663197;5.2236624;0.9426656;0.7810697;0.546313;1.5258067;1.3210095;58.663197;1.555223;1.5629431;0.7810697;0.546313;0.71564347;1.3210095;34.15464;1.3703263;1.8888305;0.546313;2.8040087;0.009717641;1.0069106;0.0;0;;;;;;;;;;;;;;;;
4304;402.44308;79.311066;1.7206779;7.6602592;55.275085;7.926146;0.6831335;0.7864886;1.0076162;0.9753413;0.9017465;51.433765;0.66175956;0.9671911;0.7033307;0.8691311;0.9753413;0.9017465;44.917988;0.66175956;1.6527897;0.8691311;4.986429;0.009786332;0.9960864;0.0;0;;;;;;;;;;;;;;;;
4305;425.125;74.71535;3.4824598;7.5969944;59.634567;1.1009299;1.9967207;1.8734397;1.0182638;1.8429203;1.7213734;56.88183;1.1009299;1.0750105;1.4993708;0.6028172;1.317262;1.7209637;43.291817;1.1009299;1.5924867;0.6028172;2.7864106;0.009347984;1.005724;0.0;0;;;;;;;;;;;;;;;;
4306;510.70285;72.67002;3.1123571;1.8083274;55.8172;6.216211;1.5154611;1.1143025;1.5524489;1.1702443;1.79111;55.8172;1.349504;0.7415073;0.8748821;1.3062409;1.1702443;1.5771246;44.276688;0.6888963;1.3428904;1.3062409;1.8526269;0.009400042;0.9933386;0.0;0;;;;;;;;;;;;;;;;
4307;468.85156;79.877;9.091581;3.0395913;51.015324;9.562639;1.3240129;0.7418918;1.979491;0.6589279;1.3451694;50.178055;1.1843945;0.9972417;0.7418918;1.2660813;0.6589279;1.3451694;36.45314;1.1843945;1.8124298;0.98469687;1.8933893;0.009946978;0.96433276;0.0;0;;;;;;;;;;;;;;;;
4308;587.9965;74.23124;9.033476;8.989739;54.871613;8.128084;1.9774395;1.3220476;1.9245994;1.7222028;0.6138909;54.871613;0.69270283;1.0312574;1.3220476;1.893681;1.3162885;0.6138909;43.392254;0.69270283;0.68872064;0.60270745;3.5763729;0.009572951;0.9577473;0.0;0;;;;;;;;;;;;;;;;
4309;525.4892;73.71499;6.1585946;2.407841;58.945206;3.4072478;1.0563139;1.6150208;1.1283516;1.558056;1.2395133;55.115223;1.1418628;1.6339197;1.0884944;0.6545721;1.558056;1.2395133;37.38654;0.6234327;1.2117014;0.6545721;1.6797966;0.00954193;1.0359896;0.0;0;;;;;;;;;;;;;;;;
4310;504.07104;70.34961;7.588824;5.639784;56.626575;9.250927;1.8059497;1.9676691;1.4557658;0.5577036;1.9607663;56.626575;1.9819088;0.7636136;1.6948752;1.4557658;0.5577036;1.0934584;37.260044;1.691917;0.9949704;0.80695313;2.115745;0.009841124;0.9614856;0.0;0;;;;;;;;;;;;;;;;
4311;559.6079;71.78295;9.996372;3.1217873;59.526665;2.7424245;1.8367848;1.3972046;1.8780227;0.7054362;1.6975337;55.103058;0.9766255;1.0057542;1.242052;1.5161153;0.7054362;1.4491032;41.49513;0.9766255;0.69476587;1.3016447;4.0009313;0.009685656;0.9860021;0.0;0;;;;;;;;;;;;;;;;
4312;451.718;78.09191;4.6327534;5.9742923;55.308838;5.8771167;0.6816902;0.6776455;1.6250492;1.8401399;1.6614423;54.20704;1.9931824;1.250619;0.6776455;0.7247303;0.8346356;1.3004324;42.862022;1.6684659;1.3029736;0.7247303;2.845401;0.009826556;0.95536524;0.0;0;;;;;;;;;;;;;;;;
4313;563.9477;74.82695;5.6540713;2.6884294;59.118473;6.5874486;1.986353;0.68953633;0.7271639;0.5608931;1.3538811;52.511887;1.6465452;1.5257533;0.68953633;0.7271639;0.5608931;0.8722731;48.76771;0.9927776;1.9319963;0.5442634;3.661028;0.009621141;0.979806;0.0;0;;;;;;;;;;;;;;;;
4314;400.6122;79.548744;6.8254642;2.8633091;57.665882;1.2097358;1.6241517;1.8890073;1.8790797;1.32503;0.905927;50.367348;0.99854916;1.226745;1.0235374;1.7194842;1.32503;0.905927;30.175095;0.99854916;1.6444199;1.7080986;3.4489021;0.009392296;1.0384417;0.0;0;;;;;;;;;;;;;;;;
4315;523.9355;70.83886;9.27708;1.3258715;58.227154;2.0579154;1.0167867;1.6490916;1.1740108;0.58900595;0.80881256;53.704296;1.4521238;1.2680882;1.1893333;1.1740108;0.58900595;0.6820649;31.754307;1.4521238;1.8562819;1.1740108;3.961127;0.009402528;0.992142;0.0;0;;;;;;;;;;;;;;;;
4316;586.9514;76.15943;8.15285;9.91056;59.914555;5.853538;1.1047679;0.7217775;1.1352404;1.7478954;1.1545057;53.488914;0.79616797;0.8274791;0.7217775;0.5414725;1.0663161;0.578373;30.326088;0.79616797;1.6238493;0.5414725;3.322528;0.0094625335;1.0434606;0.0;0;;;;;;;;;;;;;;;;
4317;557.57196;77.199844;1.4862381;1.9291666;53.02242;2.5462148;0.6063622;1.6878277;0.6009826;0.7373501;0.55207074;53.02242;0.668677;1.2935294;1.4637508;0.6009826;0.7373501;0.55207074;32.41991;0.668677;1.2969754;0.6009826;2.980181;0.0098236725;0.9995962;0.0;0;;;;;;;;;;;;;;;;
4318;570.72687;76.21183;7.3878474;4.6821313;56.28057;4.714252;1.6762283;0.6460659;1.789353;1.3999276;1.8407594;53.41468;1.6911885;1.5520135;0.6460659;0.95530236;0.89175314;0.9006243;36.936146;0.9137836;1.0334501;0.95530236;2.5048404;0.009034388;0.95494455;0.0;0;;;;;;;;;;;;;;;;
4319;479.39093;75.298775;3.1926134;4.6997776;52.564526;7.3227925;0.9572428;1.0616965;1.8716724;1.978733;0.8208432;50.04246;1.6459603;0.8850964;1.0616965;0.7987073;1.3847499;0.8208432;37.33331;1.043969;1.3917772;0.7987073;1.8340896;0.009769434;0.95742923;0.0;0;;;;;;;;;;;;;;;;
